relpath	source	ref	n_lines	prose_p50	prose_p90	width_var	hard_breaks	disposition
claude-chat/75ff6d1a/113.md	chat-text	75ff6d1a-69ee-428d-bfac-5d78402b49e3	4	0	0	0	0	too-small
claude-chat/75ff6d1a/114.md	chat-text	75ff6d1a-69ee-428d-bfac-5d78402b49e3	5	333	577	21005.8	0	clean
claude-chat/75ff6d1a/115.md	chat-text	75ff6d1a-69ee-428d-bfac-5d78402b49e3	4	0	0	0	0	too-small
claude-chat/76b4257c/001.md	chat-text	76b4257c-dcb9-4bce-bafa-1e78aba8f22e	3	0	0	0	0	too-small
claude-write/76b4257c/001.md	write-payload	76b4257c-dcb9-4bce-bafa-1e78aba8f22e	54	74	79	319.4	0	wrapped
claude-write/76b4257c/002.md	write-payload	76b4257c-dcb9-4bce-bafa-1e78aba8f22e	3	0	0	0	0	too-small
claude-write/76b4257c/003.md	write-payload	76b4257c-dcb9-4bce-bafa-1e78aba8f22e	4	0	0	0	0	too-small
claude-write/76b4257c/004.md	write-payload	76b4257c-dcb9-4bce-bafa-1e78aba8f22e	7	75	79	205.1	0	wrapped
claude-write/76b4257c/005.md	write-payload	76b4257c-dcb9-4bce-bafa-1e78aba8f22e	6	70	79	645.6	0	wrapped
claude-write/76b4257c/006.md	write-payload	76b4257c-dcb9-4bce-bafa-1e78aba8f22e	4	0	0	0	0	too-small
claude-write/76b4257c/007.md	write-payload	76b4257c-dcb9-4bce-bafa-1e78aba8f22e	5	76	78	194.2	0	wrapped
claude-write/76b4257c/008.md	write-payload	76b4257c-dcb9-4bce-bafa-1e78aba8f22e	10	76	80	449.1	0	wrapped
claude-write/76b4257c/009.md	write-payload	76b4257c-dcb9-4bce-bafa-1e78aba8f22e	6	74	76	236.9	0	wrapped
claude-write/76b4257c/010.md	write-payload	76b4257c-dcb9-4bce-bafa-1e78aba8f22e	3	0	0	0	1	too-small
claude-write/76b4257c/011.md	write-payload	76b4257c-dcb9-4bce-bafa-1e78aba8f22e	25	16	77	730.7	0	mixed
claude-write/76b4257c/012.md	write-payload	76b4257c-dcb9-4bce-bafa-1e78aba8f22e	5	55	78	178.8	0	wrapped
claude-write/76b4257c/013.md	write-payload	76b4257c-dcb9-4bce-bafa-1e78aba8f22e	13	28	78	840.5	0	mixed
claude-chat/9649850b/001.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	4	0	0	0	0	too-small
claude-chat/9649850b/002.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	3	0	0	0	0	too-small
claude-chat/9649850b/003.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	2	0	0	0	0	too-small
claude-chat/9649850b/004.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	2	0	0	0	0	too-small
claude-write/9649850b/001.md	write-payload	9649850b-7c32-4b39-a544-4162ef403f8e	31	76	79	180.6	0	wrapped
claude-chat/9649850b/005.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	3	0	0	0	0	too-small
claude-chat/9649850b/006.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	2	0	0	0	0	too-small
claude-chat/9649850b/007.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	3	0	0	0	0	too-small
claude-chat/9649850b/008.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	2	0	0	0	0	too-small
claude-chat/9649850b/009.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	8	385	482	6647.6	0	clean
claude-chat/9649850b/010.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	3	0	0	0	0	too-small
claude-chat/9649850b/011.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	1	0	0	0	0	too-small
claude-write/9649850b/002.md	write-payload	9649850b-7c32-4b39-a544-4162ef403f8e	102	77	82	290.3	0	wrapped
claude-chat/9649850b/012.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	11	236	356	8180.5	0	clean
claude-chat/9649850b/013.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	4	0	0	0	0	too-small
claude-chat/9649850b/014.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	5	437	592	33943.2	0	clean
claude-chat/9649850b/015.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	3	0	0	0	0	too-small
claude-chat/9649850b/016.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	5	335	864	48895.4	0	clean
claude-chat/9649850b/017.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	2	0	0	0	0	too-small
claude-chat/9649850b/018.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	1	0	0	0	0	too-small
claude-chat/9649850b/019.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	2	0	0	0	0	too-small
claude-chat/9649850b/020.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	1	0	0	0	0	too-small
claude-chat/9649850b/021.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	2	0	0	0	0	too-small
claude-chat/9649850b/022.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	2	0	0	0	0	too-small
claude-chat/9649850b/023.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	1	0	0	0	0	too-small
claude-chat/9649850b/024.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	2	0	0	0	0	too-small
claude-chat/9649850b/025.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	5	331	634	42983.8	0	clean
claude-chat/9649850b/026.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	2	0	0	0	0	too-small
claude-chat/9649850b/027.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	1	0	0	0	0	too-small
claude-chat/9649850b/028.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	2	0	0	0	0	too-small
claude-chat/9649850b/029.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	2	0	0	0	0	too-small
claude-chat/9649850b/030.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	2	0	0	0	0	too-small
claude-write/9649850b/003.md	write-payload	9649850b-7c32-4b39-a544-4162ef403f8e	21	75	81	298.7	0	wrapped
claude-chat/9649850b/031.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	3	0	0	0	0	too-small
claude-chat/9649850b/032.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	3	0	0	0	0	too-small
claude-chat/9649850b/033.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	3	0	0	0	0	too-small
claude-chat/9649850b/034.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	2	0	0	0	0	too-small
claude-chat/9649850b/035.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	2	0	0	0	0	too-small
claude-chat/9649850b/036.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	1	0	0	0	0	too-small
claude-chat/9649850b/037.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	7	321	489	23204.9	0	clean
claude-chat/9649850b/038.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	2	0	0	0	0	too-small
claude-chat/9649850b/039.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	3	0	0	0	0	too-small
claude-chat/9649850b/040.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	1	0	0	0	0	too-small
claude-chat/9649850b/041.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	4	0	0	0	0	too-small
claude-chat/9649850b/042.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	4	0	0	0	0	too-small
claude-chat/9649850b/043.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	2	0	0	0	0	too-small
claude-chat/9649850b/044.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	2	0	0	0	0	too-small
claude-chat/9649850b/045.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	4	0	0	0	0	too-small
claude-chat/9649850b/046.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	6	221	412	13588.9	0	clean
claude-chat/9649850b/047.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	2	0	0	0	0	too-small
claude-chat/9649850b/048.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	1	0	0	0	0	too-small
claude-chat/9649850b/049.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	2	0	0	0	0	too-small
claude-chat/9649850b/050.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	1	0	0	0	0	too-small
claude-chat/9649850b/051.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	2	0	0	0	0	too-small
claude-chat/9649850b/052.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	7	70	235	6136.6	0	mixed
claude-chat/9649850b/053.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	2	0	0	0	0	too-small
claude-chat/9649850b/054.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	4	0	0	0	0	too-small
claude-chat/9649850b/055.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	3	0	0	0	0	too-small
claude-chat/9649850b/056.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	2	0	0	0	0	too-small
claude-chat/9649850b/057.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	5	204	416	12989.0	0	clean
claude-chat/9649850b/058.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	1	0	0	0	0	too-small
claude-chat/9649850b/059.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	3	0	0	0	0	too-small
claude-chat/9649850b/060.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	2	0	0	0	0	too-small
claude-chat/9649850b/061.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	1	0	0	0	0	too-small
claude-write/9649850b/004.md	write-payload	9649850b-7c32-4b39-a544-4162ef403f8e	44	75	80	399.4	0	wrapped
claude-chat/9649850b/062.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	1	0	0	0	0	too-small
claude-chat/9649850b/063.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	2	0	0	0	0	too-small
claude-chat/9649850b/064.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	1	0	0	0	0	too-small
claude-chat/9649850b/065.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	0	0	0	0	0	too-small
claude-chat/9649850b/066.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	2	0	0	0	0	too-small
claude-chat/9649850b/067.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	6	206	317	13028.2	0	clean
claude-chat/9649850b/068.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	2	0	0	0	0	too-small
claude-chat/9649850b/069.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	3	0	0	0	0	too-small
claude-chat/9649850b/070.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	3	0	0	0	0	too-small
claude-chat/9649850b/071.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	3	0	0	0	0	too-small
claude-chat/9649850b/072.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	3	0	0	0	0	too-small
claude-chat/9649850b/073.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	3	0	0	0	0	too-small
claude-chat/9649850b/074.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	4	0	0	0	0	too-small
claude-chat/9649850b/075.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	4	0	0	0	0	too-small
claude-chat/9649850b/076.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	2	0	0	0	0	too-small
claude-write/9649850b/005.md	write-payload	9649850b-7c32-4b39-a544-4162ef403f8e	47	79	81	206.8	0	wrapped
claude-write/9649850b/006.md	write-payload	9649850b-7c32-4b39-a544-4162ef403f8e	30	76	81	861.4	0	wrapped
claude-chat/9649850b/077.md	chat-text	9649850b-7c32-4b39-a544-4162ef403f8e	3	0	0	0	0	too-small
claude-chat/ab1f7ab5/001.md	chat-text	ab1f7ab5-46fa-44bf-a604-86b0ce1f2191	5	389	714	26178.8	0	clean
claude-chat/ab1f7ab5/002.md	chat-text	ab1f7ab5-46fa-44bf-a604-86b0ce1f2191	7	371	655	38286.8	0	clean
claude-chat/ab1f7ab5/003.md	chat-text	ab1f7ab5-46fa-44bf-a604-86b0ce1f2191	2	0	0	0	0	too-small
claude-chat/ab1f7ab5/004.md	chat-text	ab1f7ab5-46fa-44bf-a604-86b0ce1f2191	2	0	0	0	0	too-small
claude-chat/ab1f7ab5/005.md	chat-text	ab1f7ab5-46fa-44bf-a604-86b0ce1f2191	2	0	0	0	0	too-small
claude-chat/ab1f7ab5/006.md	chat-text	ab1f7ab5-46fa-44bf-a604-86b0ce1f2191	2	0	0	0	0	too-small
claude-chat/ab1f7ab5/007.md	chat-text	ab1f7ab5-46fa-44bf-a604-86b0ce1f2191	3	0	0	0	0	too-small
claude-chat/ab1f7ab5/008.md	chat-text	ab1f7ab5-46fa-44bf-a604-86b0ce1f2191	6	431	761	50180.9	0	clean
claude-write/ab1f7ab5/001.md	write-payload	ab1f7ab5-46fa-44bf-a604-86b0ce1f2191	16	75	79	215.2	0	wrapped
claude-chat/ab1f7ab5/009.md	chat-text	ab1f7ab5-46fa-44bf-a604-86b0ce1f2191	3	0	0	0	0	too-small
claude-chat/ab1f7ab5/010.md	chat-text	ab1f7ab5-46fa-44bf-a604-86b0ce1f2191	1	0	0	0	0	too-small
claude-chat/ab1f7ab5/011.md	chat-text	ab1f7ab5-46fa-44bf-a604-86b0ce1f2191	5	544	936	80033.6	0	clean
claude-write/ab1f7ab5/002.md	write-payload	ab1f7ab5-46fa-44bf-a604-86b0ce1f2191	4	0	0	0	0	too-small
claude-write/ab1f7ab5/003.md	write-payload	ab1f7ab5-46fa-44bf-a604-86b0ce1f2191	77	72	76	161.6	0	wrapped
claude-chat/ab1f7ab5/012.md	chat-text	ab1f7ab5-46fa-44bf-a604-86b0ce1f2191	2	0	0	0	0	too-small
claude-chat/ab1f7ab5/013.md	chat-text	ab1f7ab5-46fa-44bf-a604-86b0ce1f2191	6	187	332	7029.8	0	clean
claude-chat/ab1f7ab5/014.md	chat-text	ab1f7ab5-46fa-44bf-a604-86b0ce1f2191	2	0	0	0	0	too-small
claude-chat/ab1f7ab5/015.md	chat-text	ab1f7ab5-46fa-44bf-a604-86b0ce1f2191	3	0	0	0	0	too-small
claude-chat/ab1f7ab5/016.md	chat-text	ab1f7ab5-46fa-44bf-a604-86b0ce1f2191	3	0	0	0	0	too-small
claude-write/ab1f7ab5/004.md	write-payload	ab1f7ab5-46fa-44bf-a604-86b0ce1f2191	24	72	75	307	0	wrapped
claude-chat/ab1f7ab5/017.md	chat-text	ab1f7ab5-46fa-44bf-a604-86b0ce1f2191	1	0	0	0	0	too-small
claude-chat/be2e5fbd/001.md	chat-text	be2e5fbd-41f3-404f-a293-f5bd3ec2780c	2	0	0	0	0	too-small
claude-chat/be2e5fbd/002.md	chat-text	be2e5fbd-41f3-404f-a293-f5bd3ec2780c	2	0	0	0	0	too-small
claude-chat/be2e5fbd/003.md	chat-text	be2e5fbd-41f3-404f-a293-f5bd3ec2780c	2	0	0	0	0	too-small
claude-chat/be2e5fbd/004.md	chat-text	be2e5fbd-41f3-404f-a293-f5bd3ec2780c	4	0	0	0	0	too-small
claude-chat/be2e5fbd/005.md	chat-text	be2e5fbd-41f3-404f-a293-f5bd3ec2780c	4	0	0	0	0	too-small
claude-chat/be2e5fbd/006.md	chat-text	be2e5fbd-41f3-404f-a293-f5bd3ec2780c	4	0	0	0	0	too-small
claude-chat/be2e5fbd/007.md	chat-text	be2e5fbd-41f3-404f-a293-f5bd3ec2780c	8	382	773	44760.2	0	clean
claude-chat/be2e5fbd/008.md	chat-text	be2e5fbd-41f3-404f-a293-f5bd3ec2780c	10	352	558	16697.8	0	clean
claude-write/be2e5fbd/001.md	write-payload	be2e5fbd-41f3-404f-a293-f5bd3ec2780c	38	71	76	49.5	0	wrapped
claude-chat/be2e5fbd/009.md	chat-text	be2e5fbd-41f3-404f-a293-f5bd3ec2780c	3	0	0	0	0	too-small
claude-write/be2e5fbd/002.md	write-payload	be2e5fbd-41f3-404f-a293-f5bd3ec2780c	34	73	76	382.1	0	wrapped
claude-chat/be2e5fbd/010.md	chat-text	be2e5fbd-41f3-404f-a293-f5bd3ec2780c	3	0	0	0	0	too-small
claude-chat/be2e5fbd/011.md	chat-text	be2e5fbd-41f3-404f-a293-f5bd3ec2780c	3	0	0	0	0	too-small
claude-chat/be2e5fbd/012.md	chat-text	be2e5fbd-41f3-404f-a293-f5bd3ec2780c	3	0	0	0	0	too-small
claude-chat/be2e5fbd/013.md	chat-text	be2e5fbd-41f3-404f-a293-f5bd3ec2780c	1	0	0	0	0	too-small
claude-chat/be2e5fbd/014.md	chat-text	be2e5fbd-41f3-404f-a293-f5bd3ec2780c	3	0	0	0	0	too-small
claude-write/be2e5fbd/003.md	write-payload	be2e5fbd-41f3-404f-a293-f5bd3ec2780c	76	73	76	225.2	0	wrapped
claude-chat/be2e5fbd/015.md	chat-text	be2e5fbd-41f3-404f-a293-f5bd3ec2780c	3	0	0	0	0	too-small
claude-chat/be2e5fbd/016.md	chat-text	be2e5fbd-41f3-404f-a293-f5bd3ec2780c	5	254	318	7643.8	0	clean
claude-chat/be2e5fbd/017.md	chat-text	be2e5fbd-41f3-404f-a293-f5bd3ec2780c	1	0	0	0	0	too-small
claude-chat/be2e5fbd/018.md	chat-text	be2e5fbd-41f3-404f-a293-f5bd3ec2780c	2	0	0	0	0	too-small
claude-chat/be2e5fbd/019.md	chat-text	be2e5fbd-41f3-404f-a293-f5bd3ec2780c	3	0	0	0	0	too-small
claude-chat/be2e5fbd/020.md	chat-text	be2e5fbd-41f3-404f-a293-f5bd3ec2780c	2	0	0	0	0	too-small
claude-chat/be2e5fbd/021.md	chat-text	be2e5fbd-41f3-404f-a293-f5bd3ec2780c	3	0	0	0	0	too-small
claude-chat/be2e5fbd/022.md	chat-text	be2e5fbd-41f3-404f-a293-f5bd3ec2780c	5	168	902	98529.0	0	clean
claude-chat/be2e5fbd/023.md	chat-text	be2e5fbd-41f3-404f-a293-f5bd3ec2780c	2	0	0	0	0	too-small
claude-chat/be2e5fbd/024.md	chat-text	be2e5fbd-41f3-404f-a293-f5bd3ec2780c	2	0	0	0	0	too-small
claude-chat/be2e5fbd/025.md	chat-text	be2e5fbd-41f3-404f-a293-f5bd3ec2780c	2	0	0	0	0	too-small
claude-chat/be2e5fbd/026.md	chat-text	be2e5fbd-41f3-404f-a293-f5bd3ec2780c	5	313	577	41151.8	0	clean
claude-chat/be2e5fbd/027.md	chat-text	be2e5fbd-41f3-404f-a293-f5bd3ec2780c	7	177	318	3320.2	0	clean
claude-chat/be2e5fbd/028.md	chat-text	be2e5fbd-41f3-404f-a293-f5bd3ec2780c	2	0	0	0	0	too-small
claude-chat/be2e5fbd/029.md	chat-text	be2e5fbd-41f3-404f-a293-f5bd3ec2780c	5	163	518	23334.8	0	clean
claude-chat/be2e5fbd/030.md	chat-text	be2e5fbd-41f3-404f-a293-f5bd3ec2780c	1	0	0	0	0	too-small
claude-chat/be2e5fbd/031.md	chat-text	be2e5fbd-41f3-404f-a293-f5bd3ec2780c	6	241	481	11166.9	0	clean
claude-chat/be2e5fbd/032.md	chat-text	be2e5fbd-41f3-404f-a293-f5bd3ec2780c	3	0	0	0	0	too-small
claude-chat/be2e5fbd/033.md	chat-text	be2e5fbd-41f3-404f-a293-f5bd3ec2780c	3	0	0	0	0	too-small
claude-chat/be2e5fbd/034.md	chat-text	be2e5fbd-41f3-404f-a293-f5bd3ec2780c	4	0	0	0	0	too-small
claude-chat/be2e5fbd/035.md	chat-text	be2e5fbd-41f3-404f-a293-f5bd3ec2780c	3	0	0	0	0	too-small
claude-chat/be2e5fbd/036.md	chat-text	be2e5fbd-41f3-404f-a293-f5bd3ec2780c	1	0	0	0	0	too-small
claude-chat/be2e5fbd/037.md	chat-text	be2e5fbd-41f3-404f-a293-f5bd3ec2780c	4	0	0	0	0	too-small
claude-chat/be2e5fbd/038.md	chat-text	be2e5fbd-41f3-404f-a293-f5bd3ec2780c	4	0	0	0	0	too-small
claude-chat/be2e5fbd/039.md	chat-text	be2e5fbd-41f3-404f-a293-f5bd3ec2780c	4	0	0	0	0	too-small
claude-chat/be2e5fbd/040.md	chat-text	be2e5fbd-41f3-404f-a293-f5bd3ec2780c	3	0	0	0	0	too-small
claude-chat/be2e5fbd/041.md	chat-text	be2e5fbd-41f3-404f-a293-f5bd3ec2780c	2	0	0	0	0	too-small
claude-write/be2e5fbd/004.md	write-payload	be2e5fbd-41f3-404f-a293-f5bd3ec2780c	52	72	76	228.5	0	wrapped
claude-chat/be2e5fbd/042.md	chat-text	be2e5fbd-41f3-404f-a293-f5bd3ec2780c	6	521	710	41723.1	0	clean
claude-chat/be2e5fbd/043.md	chat-text	be2e5fbd-41f3-404f-a293-f5bd3ec2780c	2	0	0	0	0	too-small
claude-chat/be2e5fbd/044.md	chat-text	be2e5fbd-41f3-404f-a293-f5bd3ec2780c	1	0	0	0	0	too-small
claude-chat/be2e5fbd/045.md	chat-text	be2e5fbd-41f3-404f-a293-f5bd3ec2780c	1	0	0	0	0	too-small
claude-chat/be2e5fbd/046.md	chat-text	be2e5fbd-41f3-404f-a293-f5bd3ec2780c	1	0	0	0	0	too-small
claude-chat/be2e5fbd/047.md	chat-text	be2e5fbd-41f3-404f-a293-f5bd3ec2780c	2	0	0	0	0	too-small
claude-chat/be2e5fbd/048.md	chat-text	be2e5fbd-41f3-404f-a293-f5bd3ec2780c	1	0	0	0	0	too-small
claude-chat/be2e5fbd/049.md	chat-text	be2e5fbd-41f3-404f-a293-f5bd3ec2780c	5	340	507	20544.2	0	clean
claude-chat/be2e5fbd/050.md	chat-text	be2e5fbd-41f3-404f-a293-f5bd3ec2780c	2	0	0	0	0	too-small
claude-chat/be2e5fbd/051.md	chat-text	be2e5fbd-41f3-404f-a293-f5bd3ec2780c	4	0	0	0	0	too-small
claude-chat/be2e5fbd/052.md	chat-text	be2e5fbd-41f3-404f-a293-f5bd3ec2780c	5	161	559	41044.6	0	clean
claude-chat/be2e5fbd/053.md	chat-text	be2e5fbd-41f3-404f-a293-f5bd3ec2780c	2	0	0	0	0	too-small
claude-chat/be2e5fbd/054.md	chat-text	be2e5fbd-41f3-404f-a293-f5bd3ec2780c	2	0	0	0	0	too-small
claude-chat/be2e5fbd/055.md	chat-text	be2e5fbd-41f3-404f-a293-f5bd3ec2780c	3	0	0	0	0	too-small
claude-chat/be2e5fbd/056.md	chat-text	be2e5fbd-41f3-404f-a293-f5bd3ec2780c	12	194	300	5163.1	0	clean
claude-chat/be2e5fbd/057.md	chat-text	be2e5fbd-41f3-404f-a293-f5bd3ec2780c	2	0	0	0	0	too-small
claude-chat/be2e5fbd/058.md	chat-text	be2e5fbd-41f3-404f-a293-f5bd3ec2780c	2	0	0	0	0	too-small
claude-chat/be2e5fbd/059.md	chat-text	be2e5fbd-41f3-404f-a293-f5bd3ec2780c	1	0	0	0	0	too-small
claude-chat/be2e5fbd/060.md	chat-text	be2e5fbd-41f3-404f-a293-f5bd3ec2780c	1	0	0	0	0	too-small
claude-chat/be2e5fbd/061.md	chat-text	be2e5fbd-41f3-404f-a293-f5bd3ec2780c	5	205	628	48765.4	0	clean
claude-chat/be2e5fbd/062.md	chat-text	be2e5fbd-41f3-404f-a293-f5bd3ec2780c	1	0	0	0	0	too-small
claude-chat/be2e5fbd/063.md	chat-text	be2e5fbd-41f3-404f-a293-f5bd3ec2780c	2	0	0	0	0	too-small
claude-chat/be2e5fbd/064.md	chat-text	be2e5fbd-41f3-404f-a293-f5bd3ec2780c	2	0	0	0	0	too-small
claude-write/be2e5fbd/005.md	write-payload	be2e5fbd-41f3-404f-a293-f5bd3ec2780c	131	73	76	267.4	0	wrapped
claude-chat/be2e5fbd/065.md	chat-text	be2e5fbd-41f3-404f-a293-f5bd3ec2780c	5	345	922	96440.2	0	clean
claude-chat/be2e5fbd/066.md	chat-text	be2e5fbd-41f3-404f-a293-f5bd3ec2780c	4	0	0	0	0	too-small
claude-chat/be2e5fbd/067.md	chat-text	be2e5fbd-41f3-404f-a293-f5bd3ec2780c	4	0	0	0	0	too-small
claude-chat/be2e5fbd/068.md	chat-text	be2e5fbd-41f3-404f-a293-f5bd3ec2780c	4	0	0	0	0	too-small
claude-chat/be2e5fbd/069.md	chat-text	be2e5fbd-41f3-404f-a293-f5bd3ec2780c	3	0	0	0	0	too-small
claude-chat/be2e5fbd/070.md	chat-text	be2e5fbd-41f3-404f-a293-f5bd3ec2780c	2	0	0	0	0	too-small
claude-chat/be2e5fbd/071.md	chat-text	be2e5fbd-41f3-404f-a293-f5bd3ec2780c	3	0	0	0	0	too-small
claude-chat/da5d1672/001.md	chat-text	da5d1672-c9ae-44ff-9a52-037a25d77230	2	0	0	0	0	too-small
claude-chat/da5d1672/002.md	chat-text	da5d1672-c9ae-44ff-9a52-037a25d77230	2	0	0	0	0	too-small
claude-chat/da5d1672/003.md	chat-text	da5d1672-c9ae-44ff-9a52-037a25d77230	5	302	376	9188.4	0	clean
claude-chat/da5d1672/004.md	chat-text	da5d1672-c9ae-44ff-9a52-037a25d77230	2	0	0	0	0	too-small
claude-chat/da5d1672/005.md	chat-text	da5d1672-c9ae-44ff-9a52-037a25d77230	6	125	482	20587.1	0	clean
claude-chat/da5d1672/006.md	chat-text	da5d1672-c9ae-44ff-9a52-037a25d77230	1	0	0	0	0	too-small
claude-chat/da5d1672/007.md	chat-text	da5d1672-c9ae-44ff-9a52-037a25d77230	5	67	455	31429.8	0	mixed
claude-chat/da5d1672/008.md	chat-text	da5d1672-c9ae-44ff-9a52-037a25d77230	2	0	0	0	0	too-small
claude-chat/da5d1672/009.md	chat-text	da5d1672-c9ae-44ff-9a52-037a25d77230	2	0	0	0	0	too-small
claude-chat/da5d1672/010.md	chat-text	da5d1672-c9ae-44ff-9a52-037a25d77230	2	0	0	0	0	too-small
claude-chat/da5d1672/011.md	chat-text	da5d1672-c9ae-44ff-9a52-037a25d77230	2	0	0	0	0	too-small
claude-chat/da5d1672/012.md	chat-text	da5d1672-c9ae-44ff-9a52-037a25d77230	1	0	0	0	0	too-small
claude-chat/da5d1672/013.md	chat-text	da5d1672-c9ae-44ff-9a52-037a25d77230	1	0	0	0	0	too-small
claude-chat/da5d1672/014.md	chat-text	da5d1672-c9ae-44ff-9a52-037a25d77230	1	0	0	0	0	too-small
claude-chat/da5d1672/015.md	chat-text	da5d1672-c9ae-44ff-9a52-037a25d77230	2	0	0	0	0	too-small
claude-chat/da5d1672/016.md	chat-text	da5d1672-c9ae-44ff-9a52-037a25d77230	2	0	0	0	0	too-small
claude-chat/da5d1672/017.md	chat-text	da5d1672-c9ae-44ff-9a52-037a25d77230	3	0	0	0	0	too-small
claude-chat/da5d1672/018.md	chat-text	da5d1672-c9ae-44ff-9a52-037a25d77230	14	246	740	54293.6	0	clean
claude-chat/da5d1672/019.md	chat-text	da5d1672-c9ae-44ff-9a52-037a25d77230	4	0	0	0	0	too-small
claude-chat/da5d1672/020.md	chat-text	da5d1672-c9ae-44ff-9a52-037a25d77230	2	0	0	0	0	too-small
claude-chat/da5d1672/021.md	chat-text	da5d1672-c9ae-44ff-9a52-037a25d77230	1	0	0	0	0	too-small
claude-chat/da5d1672/022.md	chat-text	da5d1672-c9ae-44ff-9a52-037a25d77230	1	0	0	0	0	too-small
claude-chat/da5d1672/023.md	chat-text	da5d1672-c9ae-44ff-9a52-037a25d77230	7	289	737	31288.7	0	clean
