cp	hex	char	name	visual_cluster	hybrid_cluster	theory_family	shape_tag	gradient_family	number_system	structured_family	designed_fill	measured_fill	fill_err	packed_density	packed_class	cx	cy	aspect	bbox_w	bbox_h	dhash	braille_bits_cp	braille_bits_grid	braille_match
239	U+00EF	ï	LATIN SMALL LETTER I WITH DIAERESIS	47	31							0.1749		0.1749	narrow	0.4819	0.4972	1.3934	0.7838	0.5625	01b367831e300001			
240	U+00F0	ð	LATIN SMALL LETTER ETH	14	35							0.2544		0.2544	narrow	0.4805	0.5068	1.6466	0.8919	0.5417	010ba649d3b80031			
241	U+00F1	ñ	LATIN SMALL LETTER N WITH TILDE	14	31							0.2206		0.2206	narrow	0.4680	0.4776	1.4414	0.8108	0.5625	01934468d1a30061			
242	U+00F2	ò	LATIN SMALL LETTER O WITH GRAVE	14	13							0.2123		0.2123	narrow	0.4512	0.5211	1.4111	0.8378	0.5938	018384c8d3380031			
243	U+00F3	ó	LATIN SMALL LETTER O WITH ACUTE	14	13							0.2123		0.2123	narrow	0.4699	0.5211	1.4111	0.8378	0.5938	007184c8d3380031			
244	U+00F4	ô	LATIN SMALL LETTER O WITH CIRCUMFLEX	14	22							0.2260		0.2260	narrow	0.4610	0.5099	1.4624	0.8378	0.5729	00c3c4c8d3380031			
245	U+00F5	õ	LATIN SMALL LETTER O WITH TILDE	14	22							0.2312		0.2312	narrow	0.4602	0.5011	1.4624	0.8378	0.5729	019344c8d3380031			
246	U+00F6	ö	LATIN SMALL LETTER O WITH DIAERESIS	14	22							0.2327		0.2327	narrow	0.4603	0.4971	1.4624	0.8378	0.5729	01b364c8d3380031			
247	U+00F7	÷	DIVISION SIGN	32	39							0.1055		0.1055	narrow	0.4737	0.5054	2.6709	0.9459	0.3542	0001870e0c000031			
248	U+00F8	ø	LATIN SMALL LETTER O WITH STROKE	14	38							0.2504		0.2504	narrow	0.4600	0.5629	1.9912	0.8919	0.4479	000194ca59280035			
249	U+00F9	ù	LATIN SMALL LETTER U WITH GRAVE	63	31							0.2017		0.2017	narrow	0.4748	0.5385	1.3656	0.8108	0.5938	01839468d3b90061			
250	U+00FA	ú	LATIN SMALL LETTER U WITH ACUTE	63	31							0.2017		0.2017	narrow	0.4949	0.5385	1.3656	0.8108	0.5938	00728468d3b90061			
251	U+00FB	û	LATIN SMALL LETTER U WITH CIRCUMFLEX	63	31							0.2154		0.2154	narrow	0.4838	0.5254	1.4152	0.8108	0.5729	00c34468d3b90061			
252	U+00FC	ü	LATIN SMALL LETTER U WITH DIAERESIS	63	31							0.2221		0.2221	narrow	0.4822	0.5111	1.4152	0.8108	0.5729	01b36468d3b90061			
253	U+00FD	ý	LATIN SMALL LETTER Y WITH ACUTE	27	13							0.2110		0.2110	narrow	0.4658	0.5617	1.3161	0.9459	0.7188	0072846c8e384065			
254	U+00FE	þ	LATIN SMALL LETTER THORN	14	13							0.2418		0.2418	narrow	0.3822	0.5657	1.3391	0.8649	0.6458	010244c8d3a440e1			
255	U+00FF	ÿ	LATIN SMALL LETTER Y WITH DIAERESIS	27	13							0.2314		0.2314	narrow	0.4565	0.5336	1.3554	0.9459	0.6979	01b3646c8e384065			
256	U+0100	Ā	LATIN CAPITAL LETTER A WITH MACRON	14	28							0.2445		0.2445	narrow	0.4619	0.4757	1.4462	0.9189	0.6354	01c186cd91810019			
257	U+0101	ā	LATIN SMALL LETTER A WITH MACRON	14	11							0.2533		0.2533	narrow	0.4806	0.5308	1.8315	0.9730	0.5312	000384c893b98039			
258	U+0102	Ă	LATIN CAPITAL LETTER A WITH BREVE	14	13							0.2516		0.2516	narrow	0.4629	0.4667	1.4003	0.9189	0.6562	d9a186cd91810019			
259	U+0103	ă	LATIN SMALL LETTER A WITH BREVE	14	35							0.2604		0.2604	narrow	0.4814	0.5247	1.7624	0.9730	0.5521	019384c893b98039			
260	U+0104	Ą	LATIN CAPITAL LETTER A WITH OGONEK	14	28							0.2447		0.2447	narrow	0.5035	0.5770	1.4826	0.9730	0.6562	004186cd91860e19			
261	U+0105	ą	LATIN SMALL LETTER A WITH OGONEK	14	7							0.2536		0.2536	narrow	0.5221	0.6124	1.7963	0.9730	0.5417	000384c893be0639			
262	U+0106	Ć	LATIN CAPITAL LETTER C WITH ACUTE	63	25							0.2123		0.2123	narrow	0.4138	0.4535	1.2591	0.8919	0.7083	38e3246811bc0071			
263	U+0107	ć	LATIN SMALL LETTER C WITH ACUTE	15	23							0.1792		0.1792	narrow	0.4223	0.5143	1.4566	0.8649	0.5938	0071844811bc0031			
264	U+0108	Ĉ	LATIN CAPITAL LETTER C WITH CIRCUMFLEX	63	13							0.2260		0.2260	narrow	0.4077	0.4397	1.2779	0.8919	0.6979	21e3246811bc0071			
265	U+0109	ĉ	LATIN SMALL LETTER C WITH CIRCUMFLEX	15	22							0.1929		0.1929	narrow	0.4153	0.5017	1.5096	0.8649	0.5729	00c3c44811bc0031			
266	U+010A	Ċ	LATIN CAPITAL LETTER C WITH DOT ABOVE	63	41		dot					0.2092		0.2092	narrow	0.4032	0.4579	1.2779	0.8919	0.6979	60c3246811bc0071			
267	U+010B	ċ	LATIN SMALL LETTER C WITH DOT ABOVE	15	41		dot					0.1760		0.1760	narrow	0.4103	0.5183	1.4826	0.8649	0.5833	00c1844811bc0031			
268	U+010C	Č	LATIN CAPITAL LETTER C WITH CARON	63	13							0.2259		0.2259	narrow	0.4083	0.4367	1.2973	0.8919	0.6875	d9c3246811bc0071			
269	U+010D	č	LATIN SMALL LETTER C WITH CARON	15	22							0.1928		0.1928	narrow	0.4152	0.4989	1.5096	0.8649	0.5729	01b3844811bc0031			
270	U+010E	Ď	LATIN CAPITAL LETTER D WITH CARON	63	13							0.2803		0.2803	narrow	0.4523	0.4500	1.3173	0.8919	0.6771	d9c26468d3a000c1			
271	U+010F	ď	LATIN SMALL LETTER D WITH CARON	27	11							0.2318		0.2318	narrow	0.4714	0.5076	1.8315	0.9730	0.5312	00376dd193320031			
272	U+0110	Đ	LATIN CAPITAL LETTER D WITH STROKE	63	35							0.2570		0.2570	narrow	0.4449	0.5042	1.7643	0.9189	0.5208	0102642853a000e1			
273	U+0111	đ	LATIN SMALL LETTER D WITH STROKE	14	18							0.2417		0.2417	narrow	0.5283	0.5172	1.7806	0.9459	0.5312	0019f4e8d3b90031			
274	U+0112	Ē	LATIN CAPITAL LETTER E WITH MACRON	30	13							0.2400		0.2400	narrow	0.3940	0.4524	1.3186	0.8378	0.6354	01820408102000c1			
275	U+0113	ē	LATIN SMALL LETTER E WITH MACRON	14	35							0.2436		0.2436	narrow	0.4382	0.5167	1.6789	0.8919	0.5312	000384e8d3380031			
276	U+0114	Ĕ	LATIN CAPITAL LETTER E WITH BREVE	30	13							0.2685		0.2685	overlarge	0.4812	0.4568	1.3591	0.8919	0.6562	66ca040810300001			
277	U+0115	ĕ	LATIN SMALL LETTER E WITH BREVE	14	35							0.2255		0.2255	narrow	0.4601	0.5337	1.6645	0.9189	0.5521	01932648d3b80031			
278	U+0116	Ė	LATIN CAPITAL LETTER E WITH DOT ABOVE	30	41		dot					0.2288		0.2288	narrow	0.3899	0.4612	1.2187	0.8378	0.6875	31620408102000c1			
279	U+0117	ė	LATIN SMALL LETTER E WITH DOT ABOVE	14	32		dot					0.2324		0.2324	narrow	0.4373	0.5240	1.5290	0.8919	0.5833	00c384e8d3380031			
280	U+0118	Ę	LATIN CAPITAL LETTER E WITH OGONEK	30	13							0.2396		0.2396	narrow	0.4252	0.5543	1.3179	0.8649	0.6562	0102040810260cc1			
281	U+0119	ę	LATIN SMALL LETTER E WITH OGONEK	14	22							0.2417		0.2417	narrow	0.4367	0.5989	1.6155	0.8919	0.5521	000384e8d3383831			
282	U+011A	Ě	LATIN CAPITAL LETTER E WITH CARON	30	25							0.2455		0.2455	narrow	0.3965	0.4414	1.2187	0.8378	0.6875	c9e20408102000c1			
283	U+011B	ě	LATIN SMALL LETTER E WITH CARON	14	22							0.2491		0.2491	narrow	0.4393	0.5082	1.5568	0.8919	0.5729	01b384e8d3380031			
284	U+011C	Ĝ	LATIN CAPITAL LETTER G WITH CIRCUMFLEX	63	13							0.2777		0.2777	narrow	0.4559	0.4555	1.3167	0.9189	0.6979	21e335ab51bc0071			
285	U+011D	ĝ	LATIN SMALL LETTER G WITH CIRCUMFLEX	14	25							0.2862		0.2862	narrow	0.4901	0.5628	1.2392	0.8649	0.6979	00c344e8dbb63031			
286	U+011E	Ğ	LATIN CAPITAL LETTER G WITH BREVE	63	13							0.2791		0.2791	narrow	0.4569	0.4546	1.3784	0.9189	0.6667	d9a335ab51bc0071			
287	U+011F	ğ	LATIN SMALL LETTER G WITH BREVE	14	25							0.2877		0.2877	narrow	0.4904	0.5618	1.2773	0.8649	0.6771	01b3c4e8dbb63031			
288	U+0120	Ġ	LATIN CAPITAL LETTER G WITH DOT ABOVE	63	41		dot					0.2608		0.2608	narrow	0.4555	0.4713	1.3167	0.9189	0.6979	60c335ab51bc0071			
289	U+0121	ġ	LATIN SMALL LETTER G WITH DOT ABOVE	14	41		dot					0.2694		0.2694	narrow	0.4916	0.5777	1.2210	0.8649	0.7083	00c394e8dbb63031			
290	U+0122	Ģ	LATIN CAPITAL LETTER G WITH CEDILLA	63	13							0.2614		0.2614	narrow	0.4558	0.5455	1.3167	0.9189	0.6979	00e335ab51bc3071			
291	U+0123	ģ	LATIN SMALL LETTER G WITH CEDILLA	14	25							0.2703		0.2703	narrow	0.4924	0.5784	1.2210	0.8649	0.7083	006394e8dbb63031			
292	U+0124	Ĥ	LATIN CAPITAL LETTER H WITH CIRCUMFLEX	63	25							0.2629		0.2629	narrow	0.4508	0.4458	1.2187	0.8378	0.6875	21a23468d1a300c1			
293	U+0125	ĥ	LATIN SMALL LETTER H WITH CIRCUMFLEX	14	13							0.2297		0.2297	narrow	0.3883	0.4589	1.2973	0.8649	0.6667	818244c8d1a30081			
294	U+0126	Ħ	LATIN CAPITAL LETTER H WITH STROKE	63	18							0.2578		0.2578	narrow	0.4578	0.4854	1.8162	0.9459	0.5208	011a3468d1a300e1			
295	U+0127	ħ	LATIN SMALL LETTER H WITH STROKE	14	22							0.2108		0.2108	narrow	0.4123	0.4973	1.6605	0.8649	0.5208	010204c8d1a300c1			
296	U+0128	Ĩ	LATIN CAPITAL LETTER I WITH TILDE	47	25							0.2137		0.2137	narrow	0.4602	0.4182	1.0778	0.7297	0.6771	c9a381021c300001			
297	U+0129	ĩ	LATIN SMALL LETTER I WITH TILDE	47	31							0.1734		0.1734	narrow	0.4805	0.5036	1.3934	0.7838	0.5625	01d347831e300001			
298	U+012A	Ī	LATIN CAPITAL LETTER I WITH MACRON	47	25							0.2028		0.2028	narrow	0.4595	0.4412	1.1484	0.7297	0.6354	018381021c300001			
299	U+012B	ī	LATIN SMALL LETTER I WITH MACRON	47	22							0.1626		0.1626	narrow	0.4824	0.5222	1.5049	0.7838	0.5208	000307831e300001			
300	U+012C	Ĭ	LATIN CAPITAL LETTER I WITH BREVE	30	33							0.1306		0.1306	narrow	0.2381	0.4230	0.7703	0.5135	0.6667	2143060c18300081			
301	U+012D	ĭ	LATIN SMALL LETTER I WITH BREVE	30	36							0.0971		0.0971	narrow	0.2330	0.4829	0.9666	0.5135	0.5312	00608408102000c1			
302	U+012E	Į	LATIN CAPITAL LETTER I WITH OGONEK	47	25							0.2025		0.2025	narrow	0.4540	0.5680	1.1120	0.7297	0.6562	018381021c383001			
303	U+012F	į	LATIN SMALL LETTER I WITH OGONEK	47	25							0.1874		0.1874	narrow	0.4814	0.5932	1.1065	0.7838	0.7083	00c387831e383801			
304	U+0130	İ	LATIN CAPITAL LETTER I WITH DOT ABOVE	47	41		dot					0.1917		0.1917	narrow	0.4595	0.4514	1.0614	0.7297	0.6875	61c381021c300001			
305	U+0131	ı	LATIN SMALL LETTER DOTLESS I	47	32		dot					0.1261		0.1261	narrow	0.4858	0.5947	1.9293	0.7838	0.4062	000307831e300001			
306	U+0132	Ĳ	LATIN CAPITAL LIGATURE IJ	63	11							0.2591		0.2591	narrow	0.5210	0.5031	1.8533	0.9459	0.5104	0003362c599c0051			
307	U+0133	ĳ	LATIN SMALL LIGATURE IJ	14	25							0.2584		0.2584	narrow	0.5007	0.5819	1.0684	0.7568	0.7083	0193264c99366001			
308	U+0134	Ĵ	LATIN CAPITAL LETTER J WITH CIRCUMFLEX	27	6							0.1953		0.1953	narrow	0.5985	0.4595	1.3554	0.9459	0.6979	1868f060d3380009			
309	U+0135	ĵ	LATIN SMALL LETTER J WITH CIRCUMFLEX	27	25							0.1804		0.1804	narrow	0.5708	0.5611	1.2779	0.8919	0.6979	0031d1c183267005			
310	U+0136	Ķ	LATIN CAPITAL LETTER K WITH CEDILLA	30	13							0.2438		0.2438	narrow	0.4097	0.5418	1.3759	0.9459	0.6875	010e650b13ad30e1			
311	U+0137	ķ	LATIN SMALL LETTER K WITH CEDILLA	30	25							0.2151		0.2151	narrow	0.4163	0.5774	1.1794	0.8108	0.6875	018234ce132d3001			
312	U+0138	ĸ	LATIN SMALL LETTER KRA	52	38							0.1579		0.1579	narrow	0.4020	0.5726	2.1037	0.8108	0.3854	000005ca13230031			
313	U+0139	Ĺ	LATIN CAPITAL LETTER L WITH ACUTE	30	25							0.1606		0.1606	narrow	0.3077	0.4886	1.1230	0.7838	0.6979	6182040810300001			
314	U+013A	ĺ	LATIN SMALL LETTER L WITH ACUTE	47	25							0.1593		0.1593	narrow	0.4715	0.4496	1.1065	0.7838	0.7083	39c383060c8e0001			
315	U+013B	Ļ	LATIN CAPITAL LETTER L WITH CEDILLA	30	25							0.1584		0.1584	narrow	0.3343	0.6138	1.1400	0.7838	0.6875	01020408103c3001			
316	U+013C	ļ	LATIN SMALL LETTER L WITH CEDILLA	47	25							0.1568		0.1568	narrow	0.4822	0.5771	1.1400	0.7838	0.6875	018383060c8e1801			
317	U+013D	Ľ	LATIN CAPITAL LETTER L WITH CARON	30	22							0.1630		0.1630	narrow	0.3519	0.5221	1.5049	0.7838	0.5208	0122448810300001			
318	U+013E	ľ	LATIN SMALL LETTER L WITH CARON	47	22							0.1617		0.1617	narrow	0.5000	0.4856	1.4754	0.7838	0.5312	0193a3460c8e0001			
319	U+013F	Ŀ	LATIN CAPITAL LETTER L WITH MIDDLE DOT	30	32		dot					0.1590		0.1590	narrow	0.3362	0.5603	1.7124	0.8919	0.5208	0002048910300061			
320	U+0140	ŀ	LATIN SMALL LETTER L WITH MIDDLE DOT	30	41		dot					0.1057		0.1057	narrow	0.2087	0.5010	0.9341	0.4865	0.5208	0002050810200061			
321	U+0141	Ł	LATIN CAPITAL LETTER L WITH STROKE	30	35							0.1586		0.1586	narrow	0.3495	0.5446	1.7124	0.8919	0.5208	0183060c18300021			
322	U+0142	ł	LATIN SMALL LETTER L WITH STROKE	47	22							0.1585		0.1585	narrow	0.4515	0.5087	1.4754	0.7838	0.5312	0183870e0c8e0001			
323	U+0143	Ń	LATIN CAPITAL LETTER N WITH ACUTE	63	25							0.2948		0.2948	narrow	0.4665	0.4678	1.2005	0.8378	0.6979	39c2356b53a300e1			
324	U+0144	ń	LATIN SMALL LETTER N WITH ACUTE	14	31							0.2018		0.2018	narrow	0.4792	0.4970	1.3900	0.8108	0.5833	00728468d1a30061			
325	U+0145	Ņ	LATIN CAPITAL LETTER N WITH CEDILLA	63	25							0.2927		0.2927	narrow	0.4598	0.5380	1.2187	0.8378	0.6875	011a356b53ad30e1			
326	U+0146	ņ	LATIN SMALL LETTER N WITH CEDILLA	14	44							0.1996		0.1996	narrow	0.4698	0.5825	1.3900	0.8108	0.5833	0002c468d1ad3061			
327	U+0147	Ň	LATIN CAPITAL LETTER N WITH CARON	63	25							0.3084		0.3084	narrow	0.4601	0.4547	1.2187	0.8378	0.6875	d9c2356b53a300e1			
328	U+0148	ň	LATIN SMALL LETTER N WITH CARON	14	31							0.2154		0.2154	narrow	0.4691	0.4839	1.4414	0.8108	0.5625	01b38468d1a30061			
329	U+0149	ŉ	LATIN SMALL LETTER N PRECEDED BY APOSTROPHE	15	5							0.1835		0.1835	narrow	0.4852	0.5103	1.5657	0.9459	0.6042	0000066c78f18081			
330	U+014A	Ŋ	LATIN CAPITAL LETTER ENG	63	13							0.2936		0.2936	narrow	0.4819	0.5343	1.3186	0.8378	0.6354	011a356b53a70ce1			
331	U+014B	ŋ	LATIN SMALL LETTER ENG	14	22							0.2002		0.2002	narrow	0.5021	0.5770	1.5262	0.8108	0.5312	0002c468d1a70c61			
332	U+014C	Ō	LATIN CAPITAL LETTER O WITH MACRON	63	13							0.2673		0.2673	narrow	0.4583	0.4589	1.3810	0.8919	0.6458	01c26468d3b80071			
333	U+014D	ō	LATIN SMALL LETTER O WITH MACRON	14	22							0.2204		0.2204	narrow	0.4605	0.5166	1.5771	0.8378	0.5312	000384c8d3380031			
334	U+014E	Ŏ	LATIN CAPITAL LETTER O WITH BREVE	30	2							0.2184		0.2184	overlarge	0.4716	0.4526	1.4152	0.9730	0.6875	266b1c0818de0031			
335	U+014F	ŏ	LATIN SMALL LETTER O WITH BREVE	14	35							0.2075		0.2075	narrow	0.4665	0.5314	1.6965	0.9189	0.5417	000326c8d3b80031			
336	U+0150	Ő	LATIN CAPITAL LETTER O WITH DOUBLE ACUTE	63	25							0.2877		0.2877	narrow	0.4587	0.4293	1.2591	0.8919	0.7083	cd326468d3b800f1			
337	U+0151	ő	LATIN SMALL LETTER O WITH DOUBLE ACUTE	14	13							0.2407		0.2407	narrow	0.4604	0.4895	1.4111	0.8378	0.5938	019a44c8d3380071			
338	U+0152	Œ	LATIN CAPITAL LIGATURE OE	47	18							0.2677		0.2677	narrow	0.4448	0.5047	1.7963	0.9730	0.5417	0182c18316300061			
339	U+0153	œ	LATIN SMALL LIGATURE OE	52	19							0.2677		0.2677	narrow	0.4808	0.5595	2.0757	0.9730	0.4688	0003612344b60071			
340	U+0154	Ŕ	LATIN CAPITAL LETTER R WITH ACUTE	63	13							0.2744		0.2744	narrow	0.4660	0.4505	1.2779	0.8919	0.6979	39c274eb132300e1			
341	U+0155	ŕ	LATIN SMALL LETTER R WITH ACUTE	30	23							0.1474		0.1474	narrow	0.3818	0.4589	1.3900	0.8108	0.5833	0073c66810200001			
342	U+0156	Ŗ	LATIN CAPITAL LETTER R WITH CEDILLA	63	13							0.2722		0.2722	narrow	0.4586	0.5284	1.2973	0.8919	0.6875	010274eb132d30e1			
343	U+0157	ŗ	LATIN SMALL LETTER R WITH CEDILLA	15	23							0.1452		0.1452	narrow	0.3686	0.5714	1.3900	0.8108	0.5833	0002c668102c3001			
344	U+0158	Ř	LATIN CAPITAL LETTER R WITH CARON	63	13							0.2880		0.2880	narrow	0.4590	0.4370	1.3173	0.8919	0.6771	d9c274eb132300e1			
345	U+0159	ř	LATIN SMALL LETTER R WITH CARON	30	22							0.1610		0.1610	narrow	0.3765	0.4450	1.4414	0.8108	0.5625	01b3c66810200001			
346	U+015A	Ś	LATIN CAPITAL LETTER S WITH ACUTE	63	25							0.2325		0.2325	narrow	0.4763	0.4598	1.2591	0.8919	0.7083	38c26407d3b80069			
347	U+015B	ś	LATIN SMALL LETTER S WITH ACUTE	14	44							0.2085		0.2085	narrow	0.4863	0.5210	1.4566	0.8649	0.5938	0073846c93b80029			
348	U+015C	Ŝ	LATIN CAPITAL LETTER S WITH CIRCUMFLEX	63	13							0.2462		0.2462	narrow	0.4678	0.4464	1.2779	0.8919	0.6979	21e26407d3b80069			
349	U+015D	ŝ	LATIN SMALL LETTER S WITH CIRCUMFLEX	14	22							0.2222		0.2222	narrow	0.4763	0.5096	1.5096	0.8649	0.5729	00c3446c93b80029			
350	U+015E	Ş	LATIN CAPITAL LETTER S WITH CEDILLA	63	13							0.2466		0.2466	narrow	0.4706	0.5672	1.2973	0.8919	0.6875	00c26407d3bc3069			
351	U+015F	ş	LATIN SMALL LETTER S WITH CEDILLA	14	44							0.2224		0.2224	narrow	0.4790	0.6182	1.5096	0.8649	0.5729	0003c46c93bc3029			
352	U+0160	Š	LATIN CAPITAL LETTER S WITH CARON	63	13							0.2461		0.2461	narrow	0.4677	0.4438	1.2779	0.8919	0.6979	d9c26407d3b80069			
353	U+0161	š	LATIN SMALL LETTER S WITH CARON	14	22							0.2220		0.2220	narrow	0.4763	0.5071	1.5096	0.8649	0.5729	01b3846c93b80029			
354	U+0162	Ţ	LATIN CAPITAL LETTER T WITH CEDILLA	47	23							0.1896		0.1896	narrow	0.4735	0.5291	1.3971	0.9459	0.6771	01028102041c30c1			
355	U+0163	ţ	LATIN SMALL LETTER T WITH CEDILLA	62	13							0.2035		0.2035	narrow	0.4548	0.5941	1.3173	0.8919	0.6771	008306040d9c1861			
356	U+0164	Ť	LATIN CAPITAL LETTER T WITH CARON	47	13							0.1874		0.1874	narrow	0.4698	0.3578	1.3971	0.9459	0.6771	d9c28102040800c1			
357	U+0165	ť	LATIN SMALL LETTER T WITH CARON	62	13							0.1917		0.1917	narrow	0.4467	0.4723	1.4036	0.8919	0.6354	00a346040d9c0061			
358	U+0166	Ŧ	LATIN CAPITAL LETTER T WITH STROKE	47	18							0.1749		0.1749	narrow	0.4688	0.4369	1.8162	0.9459	0.5208	0102870e040800c1			
359	U+0167	ŧ	LATIN SMALL LETTER T WITH STROKE	62	35							0.1971		0.1971	narrow	0.4204	0.5231	1.6789	0.8919	0.5312	0083060c0d9c0071			
360	U+0168	Ũ	LATIN CAPITAL LETTER U WITH TILDE	63	25							0.2556		0.2556	narrow	0.4602	0.4507	1.2187	0.8378	0.6875	c9a23468d33800c1			
361	U+0169	ũ	LATIN SMALL LETTER U WITH TILDE	63	31							0.2206		0.2206	narrow	0.4823	0.5156	1.4152	0.8108	0.5729	01934468d3b90061			
362	U+016A	Ū	LATIN CAPITAL LETTER U WITH MACRON	63	25							0.2447		0.2447	narrow	0.4597	0.4701	1.2973	0.8378	0.6458	01923468d33800c1			
363	U+016B	ū	LATIN SMALL LETTER U WITH MACRON	63	22							0.2098		0.2098	narrow	0.4840	0.5332	1.5262	0.8108	0.5312	00032468d3b90061			
364	U+016C	Ŭ	LATIN CAPITAL LETTER U WITH BREVE	63	25							0.2519		0.2519	narrow	0.4607	0.4616	1.2568	0.8378	0.6667	d9a23468d33800c1			
365	U+016D	ŭ	LATIN SMALL LETTER U WITH BREVE	63	22							0.2169		0.2169	narrow	0.4841	0.5241	1.4686	0.8108	0.5521	01b34468d3b90061			
366	U+016E	Ů	LATIN CAPITAL LETTER U WITH RING ABOVE	63	25							0.2817		0.2817	narrow	0.4605	0.4451	1.2568	0.8378	0.6667	21b2b468d33800c1			
367	U+016F	ů	LATIN SMALL LETTER U WITH RING ABOVE	63	25							0.2474		0.2474	narrow	0.4816	0.4788	1.2554	0.8108	0.6458	01a3c468d3b90061			
368	U+0170	Ű	LATIN CAPITAL LETTER U WITH DOUBLE ACUTE	63	25							0.2651		0.2651	narrow	0.4599	0.4379	1.1828	0.8378	0.7083	cd323468d33800c1			
369	U+0171	ű	LATIN SMALL LETTER U WITH DOUBLE ACUTE	63	31							0.2301		0.2301	narrow	0.4815	0.5052	1.4363	0.8378	0.5833	019a6468d3b90061			
370	U+0172	Ų	LATIN CAPITAL LETTER U WITH OGONEK	63	25							0.2431		0.2431	narrow	0.4575	0.5650	1.2767	0.8378	0.6562	011a3468d33838c1			
371	U+0173	ų	LATIN SMALL LETTER U WITH OGONEK	14	44							0.2098		0.2098	narrow	0.5206	0.6310	1.5468	0.8378	0.5417	00023468d3be0c61			
372	U+0174	Ŵ	LATIN CAPITAL LETTER W WITH CIRCUMFLEX	63	13							0.3125		0.3125	narrow	0.4682	0.4704	1.3759	0.9459	0.6875	21a0152b5b3600c1			
373	U+0175	ŵ	LATIN SMALL LETTER W WITH CIRCUMFLEX	63	35							0.2527		0.2527	narrow	0.4672	0.5222	1.6817	0.9459	0.5625	00c3412a5b360061			
374	U+0176	Ŷ	LATIN CAPITAL LETTER Y WITH CIRCUMFLEX	47	2							0.2025		0.2025	narrow	0.4657	0.3917	1.4152	0.9730	0.6875	21a276c6040800c1			
375	U+0177	ŷ	LATIN SMALL LETTER Y WITH CIRCUMFLEX	27	13							0.2247		0.2247	narrow	0.4571	0.5479	1.3554	0.9459	0.6979	00c3446c8e384065			
376	U+0178	Ÿ	LATIN CAPITAL LETTER Y WITH DIAERESIS	47	2							0.2092		0.2092	narrow	0.4651	0.3787	1.4370	0.9730	0.6771	d9b276c6040800c1			
377	U+0179	Ź	LATIN CAPITAL LETTER Z WITH ACUTE	47	13							0.2294		0.2294	narrow	0.4746	0.4571	1.3167	0.9189	0.6979	39c2718e102000c9			
378	U+017A	ź	LATIN SMALL LETTER Z WITH ACUTE	47	31							0.1872		0.1872	narrow	0.4703	0.5140	1.3436	0.7838	0.5833	007385c618200069			
379	U+017B	Ż	LATIN CAPITAL LETTER Z WITH DOT ABOVE	47	41		dot					0.2262		0.2262	narrow	0.4657	0.4612	1.3366	0.9189	0.6875	61c2718e102000c9			
380	U+017C	ż	LATIN SMALL LETTER Z WITH DOT ABOVE	47	41		dot					0.1840		0.1840	narrow	0.4595	0.5180	1.3681	0.7838	0.5729	00c385c618200069			
381	U+017D	Ž	LATIN CAPITAL LETTER Z WITH CARON	47	13							0.2430		0.2430	narrow	0.4660	0.4410	1.3572	0.9189	0.6771	d9c2718e102000c9			
382	U+017E	ž	LATIN SMALL LETTER Z WITH CARON	47	31							0.2007		0.2007	narrow	0.4601	0.4988	1.3934	0.7838	0.5625	01b385c618200069			
383	U+017F	ſ	LATIN SMALL LETTER LONG S	30	36							0.1048		0.1048	narrow	0.2140	0.4884	0.8649	0.4595	0.5312	0043040810200021			
384	U+0180	ƀ	LATIN SMALL LETTER B WITH STROKE	15	35							0.2488		0.2488	narrow	0.4680	0.5064	1.7297	0.9730	0.5625	0102466c79ac0041			
385	U+0181	Ɓ	LATIN CAPITAL LETTER B WITH HOOK	50	18							0.2745		0.2745	overlarge	0.5437	0.4855	1.8315	0.9730	0.5312	00c3b366edd80041			
386	U+0182	Ƃ	LATIN CAPITAL LETTER B WITH TOPBAR	63	35		bar					0.2517		0.2517	narrow	0.4747	0.5102	1.6789	0.8919	0.5312	01820409d3b00001			
387	U+0183	ƃ	LATIN SMALL LETTER B WITH TOPBAR	63	22		bar					0.2575		0.2575	narrow	0.4934	0.4926	1.5375	0.8649	0.5625	0183466c79ac0001			
388	U+0184	Ƅ	LATIN CAPITAL LETTER TONE SIX	30	11							0.2115		0.2115	overlarge	0.4554	0.5545	1.8681	0.9730	0.5208	0083060cf9f00041			
389	U+0185	ƅ	LATIN SMALL LETTER TONE SIX	15	35							0.2260		0.2260	overlarge	0.5025	0.5296	1.7297	0.9730	0.5625	0083266c78f60041			
390	U+0186	Ɔ	LATIN CAPITAL LETTER OPEN O	63	40							0.1686		0.1686	narrow	0.5761	0.5054	1.5665	0.8649	0.5521	01c26060d3380049			
391	U+0187	Ƈ	LATIN CAPITAL LETTER C WITH HOOK	63	35							0.1811		0.1811	overlarge	0.4173	0.4910	1.6680	0.9730	0.5833	000f3408199c0071			
392	U+0188	ƈ	LATIN SMALL LETTER C WITH HOOK	15	11							0.1587		0.1587	narrow	0.4523	0.5320	1.9062	0.9730	0.5104	0000f668119c0031			
393	U+0189	Ɖ	LATIN CAPITAL LETTER AFRICAN D	63	18							0.2624		0.2624	narrow	0.4585	0.5015	1.7806	0.9459	0.5312	0102642853a000e1			
394	U+018A	Ɗ	LATIN CAPITAL LETTER D WITH HOOK	50	18							0.2418		0.2418	overlarge	0.5285	0.4853	1.8315	0.9730	0.5312	01c3323469980041			
395	U+018B	Ƌ	LATIN CAPITAL LETTER D WITH TOPBAR	63	35		bar					0.2517		0.2517	narrow	0.5804	0.5104	1.6789	0.8919	0.5312	018317e8789e0011			
