cp	hex	char	name	category	block	script	numeric_type	numeric_value	number_system	number_form	number_role	presentation	ucd_numeric	gradient_family	gradient_kind	gradient_axis	gradient_value	gradient_param	structured_family
60374	U+EBD6			Co	Private Use Area	Unknown	none						no						pua-nerd
60375	U+EBD7			Co	Private Use Area	Unknown	none						no						pua-nerd
60376	U+EBD8			Co	Private Use Area	Unknown	none						no						pua-nerd
60377	U+EBD9			Co	Private Use Area	Unknown	none						no						pua-nerd
60378	U+EBDA			Co	Private Use Area	Unknown	none						no						pua-nerd
60379	U+EBDB			Co	Private Use Area	Unknown	none						no						pua-nerd
60380	U+EBDC			Co	Private Use Area	Unknown	none						no						pua-nerd
60381	U+EBDD			Co	Private Use Area	Unknown	none						no						pua-nerd
60382	U+EBDE			Co	Private Use Area	Unknown	none						no						pua-nerd
60383	U+EBDF			Co	Private Use Area	Unknown	none						no						pua-nerd
60384	U+EBE0			Co	Private Use Area	Unknown	none						no						pua-nerd
60385	U+EBE1			Co	Private Use Area	Unknown	none						no						pua-nerd
60386	U+EBE2			Co	Private Use Area	Unknown	none						no						pua-nerd
60387	U+EBE3			Co	Private Use Area	Unknown	none						no						pua-nerd
60388	U+EBE4			Co	Private Use Area	Unknown	none						no						pua-nerd
60389	U+EBE5			Co	Private Use Area	Unknown	none						no						pua-nerd
60390	U+EBE6			Co	Private Use Area	Unknown	none						no						pua-nerd
60391	U+EBE7			Co	Private Use Area	Unknown	none						no						pua-nerd
60392	U+EBE8			Co	Private Use Area	Unknown	none						no						pua-nerd
60393	U+EBE9			Co	Private Use Area	Unknown	none						no						pua-nerd
60394	U+EBEA			Co	Private Use Area	Unknown	none						no						pua-nerd
60395	U+EBEB			Co	Private Use Area	Unknown	none						no						pua-nerd
60396	U+EBEC			Co	Private Use Area	Unknown	none						no						pua-nerd
60397	U+EBED			Co	Private Use Area	Unknown	none						no						pua-nerd
60398	U+EBEE			Co	Private Use Area	Unknown	none						no						pua-nerd
60399	U+EBEF			Co	Private Use Area	Unknown	none						no						pua-nerd
60400	U+EBF0			Co	Private Use Area	Unknown	none						no						pua-nerd
60401	U+EBF1			Co	Private Use Area	Unknown	none						no						pua-nerd
60402	U+EBF2			Co	Private Use Area	Unknown	none						no						pua-nerd
60403	U+EBF3			Co	Private Use Area	Unknown	none						no						pua-nerd
60404	U+EBF4			Co	Private Use Area	Unknown	none						no						pua-nerd
60405	U+EBF5			Co	Private Use Area	Unknown	none						no						pua-nerd
60406	U+EBF6			Co	Private Use Area	Unknown	none						no						pua-nerd
60407	U+EBF7			Co	Private Use Area	Unknown	none						no						pua-nerd
60408	U+EBF8			Co	Private Use Area	Unknown	none						no						pua-nerd
60409	U+EBF9			Co	Private Use Area	Unknown	none						no						pua-nerd
60410	U+EBFA			Co	Private Use Area	Unknown	none						no						pua-nerd
60411	U+EBFB			Co	Private Use Area	Unknown	none						no						pua-nerd
60412	U+EBFC			Co	Private Use Area	Unknown	none						no						pua-nerd
60413	U+EBFD			Co	Private Use Area	Unknown	none						no						pua-nerd
60414	U+EBFE			Co	Private Use Area	Unknown	none						no						pua-nerd
60415	U+EBFF			Co	Private Use Area	Unknown	none						no						pua-nerd
60416	U+EC00			Co	Private Use Area	Unknown	none						no						pua-nerd
60417	U+EC01			Co	Private Use Area	Unknown	none						no						pua-nerd
60418	U+EC02			Co	Private Use Area	Unknown	none						no						pua-nerd
60419	U+EC03			Co	Private Use Area	Unknown	none						no						pua-nerd
60420	U+EC04			Co	Private Use Area	Unknown	none						no						pua-nerd
60421	U+EC05			Co	Private Use Area	Unknown	none						no						pua-nerd
60422	U+EC06			Co	Private Use Area	Unknown	none						no						pua-nerd
60423	U+EC07			Co	Private Use Area	Unknown	none						no						pua-nerd
60424	U+EC08			Co	Private Use Area	Unknown	none						no						pua-nerd
60425	U+EC09			Co	Private Use Area	Unknown	none						no						pua-nerd
60426	U+EC0A			Co	Private Use Area	Unknown	none						no						pua-nerd
60427	U+EC0B			Co	Private Use Area	Unknown	none						no						pua-nerd
60428	U+EC0C			Co	Private Use Area	Unknown	none						no						pua-nerd
60429	U+EC0D			Co	Private Use Area	Unknown	none						no						pua-nerd
60430	U+EC0E			Co	Private Use Area	Unknown	none						no						pua-nerd
60431	U+EC0F			Co	Private Use Area	Unknown	none						no						pua-nerd
60432	U+EC10			Co	Private Use Area	Unknown	none						no						pua-nerd
60433	U+EC11			Co	Private Use Area	Unknown	none						no						pua-nerd
60434	U+EC12			Co	Private Use Area	Unknown	none						no						pua-nerd
60435	U+EC13			Co	Private Use Area	Unknown	none						no						pua-nerd
60436	U+EC14			Co	Private Use Area	Unknown	none						no						pua-nerd
60437	U+EC15			Co	Private Use Area	Unknown	none						no						pua-nerd
60438	U+EC16			Co	Private Use Area	Unknown	none						no						pua-nerd
60439	U+EC17			Co	Private Use Area	Unknown	none						no						pua-nerd
60440	U+EC18			Co	Private Use Area	Unknown	none						no						pua-nerd
60441	U+EC19			Co	Private Use Area	Unknown	none						no						pua-nerd
60442	U+EC1A			Co	Private Use Area	Unknown	none						no						pua-nerd
60443	U+EC1B			Co	Private Use Area	Unknown	none						no						pua-nerd
60444	U+EC1C			Co	Private Use Area	Unknown	none						no						pua-nerd
60445	U+EC1D			Co	Private Use Area	Unknown	none						no						pua-nerd
60446	U+EC1E			Co	Private Use Area	Unknown	none						no						pua-nerd
60447	U+EC1F			Co	Private Use Area	Unknown	none						no						pua-nerd
60448	U+EC20			Co	Private Use Area	Unknown	none						no						pua-nerd
60449	U+EC21			Co	Private Use Area	Unknown	none						no						pua-nerd
60450	U+EC22			Co	Private Use Area	Unknown	none						no						pua-nerd
60451	U+EC23			Co	Private Use Area	Unknown	none						no						pua-nerd
60452	U+EC24			Co	Private Use Area	Unknown	none						no						pua-nerd
60453	U+EC25			Co	Private Use Area	Unknown	none						no						pua-nerd
60454	U+EC26			Co	Private Use Area	Unknown	none						no						pua-nerd
60455	U+EC27			Co	Private Use Area	Unknown	none						no						pua-nerd
60456	U+EC28			Co	Private Use Area	Unknown	none						no						pua-nerd
60457	U+EC29			Co	Private Use Area	Unknown	none						no						pua-nerd
60458	U+EC2A			Co	Private Use Area	Unknown	none						no						pua-nerd
60459	U+EC2B			Co	Private Use Area	Unknown	none						no						pua-nerd
60460	U+EC2C			Co	Private Use Area	Unknown	none						no						pua-nerd
60461	U+EC2D			Co	Private Use Area	Unknown	none						no						pua-nerd
60462	U+EC2E			Co	Private Use Area	Unknown	none						no						pua-nerd
60463	U+EC2F			Co	Private Use Area	Unknown	none						no						pua-nerd
60464	U+EC30			Co	Private Use Area	Unknown	none						no						pua-nerd
60465	U+EC31			Co	Private Use Area	Unknown	none						no						pua-nerd
60466	U+EC32			Co	Private Use Area	Unknown	none						no						pua-nerd
60467	U+EC33			Co	Private Use Area	Unknown	none						no						pua-nerd
60468	U+EC34			Co	Private Use Area	Unknown	none						no						pua-nerd
60469	U+EC35			Co	Private Use Area	Unknown	none						no						pua-nerd
60470	U+EC36			Co	Private Use Area	Unknown	none						no						pua-nerd
60471	U+EC37			Co	Private Use Area	Unknown	none						no						pua-nerd
60472	U+EC38			Co	Private Use Area	Unknown	none						no						pua-nerd
60473	U+EC39			Co	Private Use Area	Unknown	none						no						pua-nerd
60474	U+EC3A			Co	Private Use Area	Unknown	none						no						pua-nerd
60475	U+EC3B			Co	Private Use Area	Unknown	none						no						pua-nerd
60476	U+EC3C			Co	Private Use Area	Unknown	none						no						pua-nerd
60477	U+EC3D			Co	Private Use Area	Unknown	none						no						pua-nerd
60478	U+EC3E			Co	Private Use Area	Unknown	none						no						pua-nerd
60479	U+EC3F			Co	Private Use Area	Unknown	none						no						pua-nerd
60480	U+EC40			Co	Private Use Area	Unknown	none						no						pua-nerd
60481	U+EC41			Co	Private Use Area	Unknown	none						no						pua-nerd
60482	U+EC42			Co	Private Use Area	Unknown	none						no						pua-nerd
60483	U+EC43			Co	Private Use Area	Unknown	none						no						pua-nerd
60484	U+EC44			Co	Private Use Area	Unknown	none						no						pua-nerd
60485	U+EC45			Co	Private Use Area	Unknown	none						no						pua-nerd
60486	U+EC46			Co	Private Use Area	Unknown	none						no						pua-nerd
60487	U+EC47			Co	Private Use Area	Unknown	none						no						pua-nerd
60488	U+EC48			Co	Private Use Area	Unknown	none						no						pua-nerd
60489	U+EC49			Co	Private Use Area	Unknown	none						no						pua-nerd
60490	U+EC4A			Co	Private Use Area	Unknown	none						no						pua-nerd
60491	U+EC4B			Co	Private Use Area	Unknown	none						no						pua-nerd
60492	U+EC4C			Co	Private Use Area	Unknown	none						no						pua-nerd
60493	U+EC4D			Co	Private Use Area	Unknown	none						no						pua-nerd
60494	U+EC4E			Co	Private Use Area	Unknown	none						no						pua-nerd
60495	U+EC4F			Co	Private Use Area	Unknown	none						no						pua-nerd
60496	U+EC50			Co	Private Use Area	Unknown	none						no						pua-nerd
60497	U+EC51			Co	Private Use Area	Unknown	none						no						pua-nerd
60498	U+EC52			Co	Private Use Area	Unknown	none						no						pua-nerd
60499	U+EC53			Co	Private Use Area	Unknown	none						no						pua-nerd
60500	U+EC54			Co	Private Use Area	Unknown	none						no						pua-nerd
60501	U+EC55			Co	Private Use Area	Unknown	none						no						pua-nerd
60502	U+EC56			Co	Private Use Area	Unknown	none						no						pua-nerd
60503	U+EC57			Co	Private Use Area	Unknown	none						no						pua-nerd
60504	U+EC58			Co	Private Use Area	Unknown	none						no						pua-nerd
60505	U+EC59			Co	Private Use Area	Unknown	none						no						pua-nerd
60506	U+EC5A			Co	Private Use Area	Unknown	none						no						pua-nerd
60507	U+EC5B			Co	Private Use Area	Unknown	none						no						pua-nerd
60508	U+EC5C			Co	Private Use Area	Unknown	none						no						pua-nerd
60509	U+EC5D			Co	Private Use Area	Unknown	none						no						pua-nerd
60510	U+EC5E			Co	Private Use Area	Unknown	none						no						pua-nerd
60511	U+EC5F			Co	Private Use Area	Unknown	none						no						pua-nerd
60512	U+EC60			Co	Private Use Area	Unknown	none						no						pua-nerd
60513	U+EC61			Co	Private Use Area	Unknown	none						no						pua-nerd
60514	U+EC62			Co	Private Use Area	Unknown	none						no						pua-nerd
60515	U+EC63			Co	Private Use Area	Unknown	none						no						pua-nerd
60516	U+EC64			Co	Private Use Area	Unknown	none						no						pua-nerd
60517	U+EC65			Co	Private Use Area	Unknown	none						no						pua-nerd
60518	U+EC66			Co	Private Use Area	Unknown	none						no						pua-nerd
60519	U+EC67			Co	Private Use Area	Unknown	none						no						pua-nerd
60520	U+EC68			Co	Private Use Area	Unknown	none						no						pua-nerd
60521	U+EC69			Co	Private Use Area	Unknown	none						no						pua-nerd
60522	U+EC6A			Co	Private Use Area	Unknown	none						no						pua-nerd
60523	U+EC6B			Co	Private Use Area	Unknown	none						no						pua-nerd
60524	U+EC6C			Co	Private Use Area	Unknown	none						no						pua-nerd
60525	U+EC6D			Co	Private Use Area	Unknown	none						no						pua-nerd
60526	U+EC6E			Co	Private Use Area	Unknown	none						no						pua-nerd
60527	U+EC6F			Co	Private Use Area	Unknown	none						no						pua-nerd
60528	U+EC70			Co	Private Use Area	Unknown	none						no						pua-nerd
60529	U+EC71			Co	Private Use Area	Unknown	none						no						pua-nerd
60530	U+EC72			Co	Private Use Area	Unknown	none						no						pua-nerd
60531	U+EC73			Co	Private Use Area	Unknown	none						no						pua-nerd
60532	U+EC74			Co	Private Use Area	Unknown	none						no						pua-nerd
60533	U+EC75			Co	Private Use Area	Unknown	none						no						pua-nerd
60534	U+EC76			Co	Private Use Area	Unknown	none						no						pua-nerd
60535	U+EC77			Co	Private Use Area	Unknown	none						no						pua-nerd
60536	U+EC78			Co	Private Use Area	Unknown	none						no						pua-nerd
60537	U+EC79			Co	Private Use Area	Unknown	none						no						pua-nerd
60538	U+EC7A			Co	Private Use Area	Unknown	none						no						pua-nerd
60539	U+EC7B			Co	Private Use Area	Unknown	none						no						pua-nerd
60540	U+EC7C			Co	Private Use Area	Unknown	none						no						pua-nerd
60541	U+EC7D			Co	Private Use Area	Unknown	none						no						pua-nerd
60542	U+EC7E			Co	Private Use Area	Unknown	none						no						pua-nerd
60543	U+EC7F			Co	Private Use Area	Unknown	none						no						pua-nerd
60544	U+EC80			Co	Private Use Area	Unknown	none						no						pua-nerd
60545	U+EC81			Co	Private Use Area	Unknown	none						no						pua-nerd
60546	U+EC82			Co	Private Use Area	Unknown	none						no						pua-nerd
60547	U+EC83			Co	Private Use Area	Unknown	none						no						pua-nerd
60548	U+EC84			Co	Private Use Area	Unknown	none						no						pua-nerd
60549	U+EC85			Co	Private Use Area	Unknown	none						no						pua-nerd
60550	U+EC86			Co	Private Use Area	Unknown	none						no						pua-nerd
60551	U+EC87			Co	Private Use Area	Unknown	none						no						pua-nerd
60552	U+EC88			Co	Private Use Area	Unknown	none						no						pua-nerd
60553	U+EC89			Co	Private Use Area	Unknown	none						no						pua-nerd
60554	U+EC8A			Co	Private Use Area	Unknown	none						no						pua-nerd
60555	U+EC8B			Co	Private Use Area	Unknown	none						no						pua-nerd
60556	U+EC8C			Co	Private Use Area	Unknown	none						no						pua-nerd
60557	U+EC8D			Co	Private Use Area	Unknown	none						no						pua-nerd
60558	U+EC8E			Co	Private Use Area	Unknown	none						no						pua-nerd
60559	U+EC8F			Co	Private Use Area	Unknown	none						no						pua-nerd
60560	U+EC90			Co	Private Use Area	Unknown	none						no						pua-nerd
60561	U+EC91			Co	Private Use Area	Unknown	none						no						pua-nerd
60562	U+EC92			Co	Private Use Area	Unknown	none						no						pua-nerd
60563	U+EC93			Co	Private Use Area	Unknown	none						no						pua-nerd
60564	U+EC94			Co	Private Use Area	Unknown	none						no						pua-nerd
60565	U+EC95			Co	Private Use Area	Unknown	none						no						pua-nerd
60566	U+EC96			Co	Private Use Area	Unknown	none						no						pua-nerd
60567	U+EC97			Co	Private Use Area	Unknown	none						no						pua-nerd
60568	U+EC98			Co	Private Use Area	Unknown	none						no						pua-nerd
60569	U+EC99			Co	Private Use Area	Unknown	none						no						pua-nerd
60570	U+EC9A			Co	Private Use Area	Unknown	none						no						pua-nerd
60571	U+EC9B			Co	Private Use Area	Unknown	none						no						pua-nerd
60572	U+EC9C			Co	Private Use Area	Unknown	none						no						pua-nerd
60573	U+EC9D			Co	Private Use Area	Unknown	none						no						pua-nerd
60574	U+EC9E			Co	Private Use Area	Unknown	none						no						pua-nerd
60575	U+EC9F			Co	Private Use Area	Unknown	none						no						pua-nerd
60576	U+ECA0			Co	Private Use Area	Unknown	none						no						pua-nerd
60577	U+ECA1			Co	Private Use Area	Unknown	none						no						pua-nerd
60578	U+ECA2			Co	Private Use Area	Unknown	none						no						pua-nerd
60579	U+ECA3			Co	Private Use Area	Unknown	none						no						pua-nerd
60580	U+ECA4			Co	Private Use Area	Unknown	none						no						pua-nerd
60581	U+ECA5			Co	Private Use Area	Unknown	none						no						pua-nerd
60582	U+ECA6			Co	Private Use Area	Unknown	none						no						pua-nerd
60583	U+ECA7			Co	Private Use Area	Unknown	none						no						pua-nerd
60584	U+ECA8			Co	Private Use Area	Unknown	none						no						pua-nerd
60585	U+ECA9			Co	Private Use Area	Unknown	none						no						pua-nerd
60586	U+ECAA			Co	Private Use Area	Unknown	none						no						pua-nerd
60587	U+ECAB			Co	Private Use Area	Unknown	none						no						pua-nerd
60588	U+ECAC			Co	Private Use Area	Unknown	none						no						pua-nerd
60589	U+ECAD			Co	Private Use Area	Unknown	none						no						pua-nerd
60590	U+ECAE			Co	Private Use Area	Unknown	none						no						pua-nerd
60591	U+ECAF			Co	Private Use Area	Unknown	none						no						pua-nerd
60592	U+ECB0			Co	Private Use Area	Unknown	none						no						pua-nerd
60593	U+ECB1			Co	Private Use Area	Unknown	none						no						pua-nerd
60594	U+ECB2			Co	Private Use Area	Unknown	none						no						pua-nerd
60595	U+ECB3			Co	Private Use Area	Unknown	none						no						pua-nerd
60596	U+ECB4			Co	Private Use Area	Unknown	none						no						pua-nerd
60597	U+ECB5			Co	Private Use Area	Unknown	none						no						pua-nerd
60598	U+ECB6			Co	Private Use Area	Unknown	none						no						pua-nerd
60599	U+ECB7			Co	Private Use Area	Unknown	none						no						pua-nerd
60600	U+ECB8			Co	Private Use Area	Unknown	none						no						pua-nerd
60601	U+ECB9			Co	Private Use Area	Unknown	none						no						pua-nerd
60602	U+ECBA			Co	Private Use Area	Unknown	none						no						pua-nerd
60603	U+ECBB			Co	Private Use Area	Unknown	none						no						pua-nerd
60604	U+ECBC			Co	Private Use Area	Unknown	none						no						pua-nerd
60605	U+ECBD			Co	Private Use Area	Unknown	none						no						pua-nerd
60606	U+ECBE			Co	Private Use Area	Unknown	none						no						pua-nerd
60607	U+ECBF			Co	Private Use Area	Unknown	none						no						pua-nerd
60608	U+ECC0			Co	Private Use Area	Unknown	none						no						pua-nerd
60609	U+ECC1			Co	Private Use Area	Unknown	none						no						pua-nerd
60610	U+ECC2			Co	Private Use Area	Unknown	none						no						pua-nerd
60611	U+ECC3			Co	Private Use Area	Unknown	none						no						pua-nerd
60612	U+ECC4			Co	Private Use Area	Unknown	none						no						pua-nerd
60613	U+ECC5			Co	Private Use Area	Unknown	none						no						pua-nerd
60614	U+ECC6			Co	Private Use Area	Unknown	none						no						pua-nerd
60615	U+ECC7			Co	Private Use Area	Unknown	none						no						pua-nerd
60616	U+ECC8			Co	Private Use Area	Unknown	none						no						pua-nerd
60617	U+ECC9			Co	Private Use Area	Unknown	none						no						pua-nerd
60618	U+ECCA			Co	Private Use Area	Unknown	none						no						pua-nerd
60619	U+ECCB			Co	Private Use Area	Unknown	none						no						pua-nerd
60620	U+ECCC			Co	Private Use Area	Unknown	none						no						pua-nerd
60621	U+ECCD			Co	Private Use Area	Unknown	none						no						pua-nerd
60622	U+ECCE			Co	Private Use Area	Unknown	none						no						pua-nerd
60623	U+ECCF			Co	Private Use Area	Unknown	none						no						pua-nerd
60624	U+ECD0			Co	Private Use Area	Unknown	none						no						pua-nerd
60625	U+ECD1			Co	Private Use Area	Unknown	none						no						pua-nerd
60626	U+ECD2			Co	Private Use Area	Unknown	none						no						pua-nerd
60627	U+ECD3			Co	Private Use Area	Unknown	none						no						pua-nerd
60628	U+ECD4			Co	Private Use Area	Unknown	none						no						pua-nerd
60629	U+ECD5			Co	Private Use Area	Unknown	none						no						pua-nerd
60630	U+ECD6			Co	Private Use Area	Unknown	none						no						pua-nerd
60631	U+ECD7			Co	Private Use Area	Unknown	none						no						pua-nerd
60632	U+ECD8			Co	Private Use Area	Unknown	none						no						pua-nerd
60633	U+ECD9			Co	Private Use Area	Unknown	none						no						pua-nerd
60634	U+ECDA			Co	Private Use Area	Unknown	none						no						pua-nerd
60635	U+ECDB			Co	Private Use Area	Unknown	none						no						pua-nerd
60636	U+ECDC			Co	Private Use Area	Unknown	none						no						pua-nerd
60637	U+ECDD			Co	Private Use Area	Unknown	none						no						pua-nerd
60638	U+ECDE			Co	Private Use Area	Unknown	none						no						pua-nerd
60639	U+ECDF			Co	Private Use Area	Unknown	none						no						pua-nerd
60640	U+ECE0			Co	Private Use Area	Unknown	none						no						pua-nerd
60641	U+ECE1			Co	Private Use Area	Unknown	none						no						pua-nerd
60642	U+ECE2			Co	Private Use Area	Unknown	none						no						pua-nerd
60643	U+ECE3			Co	Private Use Area	Unknown	none						no						pua-nerd
60644	U+ECE4			Co	Private Use Area	Unknown	none						no						pua-nerd
60645	U+ECE5			Co	Private Use Area	Unknown	none						no						pua-nerd
60646	U+ECE6			Co	Private Use Area	Unknown	none						no						pua-nerd
60647	U+ECE7			Co	Private Use Area	Unknown	none						no						pua-nerd
60648	U+ECE8			Co	Private Use Area	Unknown	none						no						pua-nerd
60649	U+ECE9			Co	Private Use Area	Unknown	none						no						pua-nerd
60650	U+ECEA			Co	Private Use Area	Unknown	none						no						pua-nerd
60651	U+ECEB			Co	Private Use Area	Unknown	none						no						pua-nerd
60652	U+ECEC			Co	Private Use Area	Unknown	none						no						pua-nerd
60653	U+ECED			Co	Private Use Area	Unknown	none						no						pua-nerd
60654	U+ECEE			Co	Private Use Area	Unknown	none						no						pua-nerd
60655	U+ECEF			Co	Private Use Area	Unknown	none						no						pua-nerd
60656	U+ECF0			Co	Private Use Area	Unknown	none						no						pua-nerd
60657	U+ECF1			Co	Private Use Area	Unknown	none						no						pua-nerd
60658	U+ECF2			Co	Private Use Area	Unknown	none						no						pua-nerd
60659	U+ECF3			Co	Private Use Area	Unknown	none						no						pua-nerd
60660	U+ECF4			Co	Private Use Area	Unknown	none						no						pua-nerd
60661	U+ECF5			Co	Private Use Area	Unknown	none						no						pua-nerd
60662	U+ECF6			Co	Private Use Area	Unknown	none						no						pua-nerd
60663	U+ECF7			Co	Private Use Area	Unknown	none						no						pua-nerd
60664	U+ECF8			Co	Private Use Area	Unknown	none						no						pua-nerd
60665	U+ECF9			Co	Private Use Area	Unknown	none						no						pua-nerd
60666	U+ECFA			Co	Private Use Area	Unknown	none						no						pua-nerd
60667	U+ECFB			Co	Private Use Area	Unknown	none						no						pua-nerd
60668	U+ECFC			Co	Private Use Area	Unknown	none						no						pua-nerd
60669	U+ECFD			Co	Private Use Area	Unknown	none						no						pua-nerd
60670	U+ECFE			Co	Private Use Area	Unknown	none						no						pua-nerd
60671	U+ECFF			Co	Private Use Area	Unknown	none						no						pua-nerd
60672	U+ED00			Co	Private Use Area	Unknown	none						no						pua-nerd
60673	U+ED01			Co	Private Use Area	Unknown	none						no						pua-nerd
60674	U+ED02			Co	Private Use Area	Unknown	none						no						pua-nerd
60675	U+ED03			Co	Private Use Area	Unknown	none						no						pua-nerd
60676	U+ED04			Co	Private Use Area	Unknown	none						no						pua-nerd
60677	U+ED05			Co	Private Use Area	Unknown	none						no						pua-nerd
60678	U+ED06			Co	Private Use Area	Unknown	none						no						pua-nerd
60679	U+ED07			Co	Private Use Area	Unknown	none						no						pua-nerd
60680	U+ED08			Co	Private Use Area	Unknown	none						no						pua-nerd
60681	U+ED09			Co	Private Use Area	Unknown	none						no						pua-nerd
60682	U+ED0A			Co	Private Use Area	Unknown	none						no						pua-nerd
60683	U+ED0B			Co	Private Use Area	Unknown	none						no						pua-nerd
60684	U+ED0C			Co	Private Use Area	Unknown	none						no						pua-nerd
60685	U+ED0D			Co	Private Use Area	Unknown	none						no						pua-nerd
60686	U+ED0E			Co	Private Use Area	Unknown	none						no						pua-nerd
60687	U+ED0F			Co	Private Use Area	Unknown	none						no						pua-nerd
60688	U+ED10			Co	Private Use Area	Unknown	none						no						pua-nerd
60689	U+ED11			Co	Private Use Area	Unknown	none						no						pua-nerd
60690	U+ED12			Co	Private Use Area	Unknown	none						no						pua-nerd
60691	U+ED13			Co	Private Use Area	Unknown	none						no						pua-nerd
60692	U+ED14			Co	Private Use Area	Unknown	none						no						pua-nerd
60693	U+ED15			Co	Private Use Area	Unknown	none						no						pua-nerd
60694	U+ED16			Co	Private Use Area	Unknown	none						no						pua-nerd
60695	U+ED17			Co	Private Use Area	Unknown	none						no						pua-nerd
60696	U+ED18			Co	Private Use Area	Unknown	none						no						pua-nerd
60697	U+ED19			Co	Private Use Area	Unknown	none						no						pua-nerd
60698	U+ED1A			Co	Private Use Area	Unknown	none						no						pua-nerd
60699	U+ED1B			Co	Private Use Area	Unknown	none						no						pua-nerd
60700	U+ED1C			Co	Private Use Area	Unknown	none						no						pua-nerd
60701	U+ED1D			Co	Private Use Area	Unknown	none						no						pua-nerd
60702	U+ED1E			Co	Private Use Area	Unknown	none						no						pua-nerd
60703	U+ED1F			Co	Private Use Area	Unknown	none						no						pua-nerd
60704	U+ED20			Co	Private Use Area	Unknown	none						no						pua-nerd
60705	U+ED21			Co	Private Use Area	Unknown	none						no						pua-nerd
60706	U+ED22			Co	Private Use Area	Unknown	none						no						pua-nerd
60707	U+ED23			Co	Private Use Area	Unknown	none						no						pua-nerd
60708	U+ED24			Co	Private Use Area	Unknown	none						no						pua-nerd
60709	U+ED25			Co	Private Use Area	Unknown	none						no						pua-nerd
60710	U+ED26			Co	Private Use Area	Unknown	none						no						pua-nerd
60711	U+ED27			Co	Private Use Area	Unknown	none						no						pua-nerd
60712	U+ED28			Co	Private Use Area	Unknown	none						no						pua-nerd
60713	U+ED29			Co	Private Use Area	Unknown	none						no						pua-nerd
60714	U+ED2A			Co	Private Use Area	Unknown	none						no						pua-nerd
60715	U+ED2B			Co	Private Use Area	Unknown	none						no						pua-nerd
60716	U+ED2C			Co	Private Use Area	Unknown	none						no						pua-nerd
60717	U+ED2D			Co	Private Use Area	Unknown	none						no						pua-nerd
60718	U+ED2E			Co	Private Use Area	Unknown	none						no						pua-nerd
60719	U+ED2F			Co	Private Use Area	Unknown	none						no						pua-nerd
60720	U+ED30			Co	Private Use Area	Unknown	none						no						pua-nerd
60721	U+ED31			Co	Private Use Area	Unknown	none						no						pua-nerd
60722	U+ED32			Co	Private Use Area	Unknown	none						no						pua-nerd
60723	U+ED33			Co	Private Use Area	Unknown	none						no						pua-nerd
60724	U+ED34			Co	Private Use Area	Unknown	none						no						pua-nerd
60725	U+ED35			Co	Private Use Area	Unknown	none						no						pua-nerd
60726	U+ED36			Co	Private Use Area	Unknown	none						no						pua-nerd
60727	U+ED37			Co	Private Use Area	Unknown	none						no						pua-nerd
60728	U+ED38			Co	Private Use Area	Unknown	none						no						pua-nerd
60729	U+ED39			Co	Private Use Area	Unknown	none						no						pua-nerd
60730	U+ED3A			Co	Private Use Area	Unknown	none						no						pua-nerd
60731	U+ED3B			Co	Private Use Area	Unknown	none						no						pua-nerd
60732	U+ED3C			Co	Private Use Area	Unknown	none						no						pua-nerd
60733	U+ED3D			Co	Private Use Area	Unknown	none						no						pua-nerd
60734	U+ED3E			Co	Private Use Area	Unknown	none						no						pua-nerd
60735	U+ED3F			Co	Private Use Area	Unknown	none						no						pua-nerd
60736	U+ED40			Co	Private Use Area	Unknown	none						no						pua-nerd
60737	U+ED41			Co	Private Use Area	Unknown	none						no						pua-nerd
60738	U+ED42			Co	Private Use Area	Unknown	none						no						pua-nerd
60739	U+ED43			Co	Private Use Area	Unknown	none						no						pua-nerd
60740	U+ED44			Co	Private Use Area	Unknown	none						no						pua-nerd
60741	U+ED45			Co	Private Use Area	Unknown	none						no						pua-nerd
60742	U+ED46			Co	Private Use Area	Unknown	none						no						pua-nerd
60743	U+ED47			Co	Private Use Area	Unknown	none						no						pua-nerd
60744	U+ED48			Co	Private Use Area	Unknown	none						no						pua-nerd
60745	U+ED49			Co	Private Use Area	Unknown	none						no						pua-nerd
60746	U+ED4A			Co	Private Use Area	Unknown	none						no						pua-nerd
60747	U+ED4B			Co	Private Use Area	Unknown	none						no						pua-nerd
60748	U+ED4C			Co	Private Use Area	Unknown	none						no						pua-nerd
60749	U+ED4D			Co	Private Use Area	Unknown	none						no						pua-nerd
60750	U+ED4E			Co	Private Use Area	Unknown	none						no						pua-nerd
60751	U+ED4F			Co	Private Use Area	Unknown	none						no						pua-nerd
60752	U+ED50			Co	Private Use Area	Unknown	none						no						pua-nerd
60753	U+ED51			Co	Private Use Area	Unknown	none						no						pua-nerd
60754	U+ED52			Co	Private Use Area	Unknown	none						no						pua-nerd
60755	U+ED53			Co	Private Use Area	Unknown	none						no						pua-nerd
60756	U+ED54			Co	Private Use Area	Unknown	none						no						pua-nerd
60757	U+ED55			Co	Private Use Area	Unknown	none						no						pua-nerd
60758	U+ED56			Co	Private Use Area	Unknown	none						no						pua-nerd
60759	U+ED57			Co	Private Use Area	Unknown	none						no						pua-nerd
60760	U+ED58			Co	Private Use Area	Unknown	none						no						pua-nerd
60761	U+ED59			Co	Private Use Area	Unknown	none						no						pua-nerd
60762	U+ED5A			Co	Private Use Area	Unknown	none						no						pua-nerd
60763	U+ED5B			Co	Private Use Area	Unknown	none						no						pua-nerd
