cp	hex	char	block	preferred	used_face	n_fonts	preferred_has_native	alt_fonts
51	U+0033	3	Basic Latin	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	45	yes	JetBrains Mono|JetBrains Mono NoNF|JuliaMono|Lilex|Monaspace Neon|Apple Symbols|STIX Two Math|Arial Unicode MS|Apple Color Emoji|PingFang SC|Songti SC|Hiragino Sans|VictorMono NFM SemiBold|Monaspace Xenon|PingFang HK|Kefa III|PingFang MO|Geneva|Courier New|CaskaydiaCove Nerd Font Mono|Khmer MN|Kohinoor Devanagari|Sinhala Sangam MN|PingFang TC|AppleGothic|Hiragino Sans GB|Symbol|Grantha Sangam MN|Kohinoor Telugu|Mukta Mahee|Athelas|Superclarendon|Noto Sans Oriya|Lucida Grande|Noto Nastaliq Urdu|Kohinoor Bangla|Gujarati Sangam MN|Kannada MN|Sukhumvit Set|Galvji|.DecoType Nastaleeq Urdu UI|Kohinoor Gujarati|Noto Sans Kannada|Heiti SC
52	U+0034	4	Basic Latin	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	45	yes	JetBrains Mono|JetBrains Mono NoNF|JuliaMono|Lilex|Monaspace Neon|Apple Symbols|STIX Two Math|Arial Unicode MS|Apple Color Emoji|PingFang SC|Songti SC|Hiragino Sans|VictorMono NFM SemiBold|Monaspace Xenon|PingFang HK|Kefa III|PingFang MO|Geneva|Courier New|CaskaydiaCove Nerd Font Mono|Khmer MN|Kohinoor Devanagari|Sinhala Sangam MN|PingFang TC|AppleGothic|Hiragino Sans GB|Symbol|Grantha Sangam MN|Kohinoor Telugu|Mukta Mahee|Athelas|Superclarendon|Noto Sans Oriya|Lucida Grande|Noto Nastaliq Urdu|Kohinoor Bangla|Gujarati Sangam MN|Kannada MN|Sukhumvit Set|Galvji|.DecoType Nastaleeq Urdu UI|Kohinoor Gujarati|Noto Sans Kannada|Heiti SC
53	U+0035	5	Basic Latin	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	45	yes	JetBrains Mono|JetBrains Mono NoNF|JuliaMono|Lilex|Monaspace Neon|Apple Symbols|STIX Two Math|Arial Unicode MS|Apple Color Emoji|PingFang SC|Songti SC|Hiragino Sans|VictorMono NFM SemiBold|Monaspace Xenon|PingFang HK|Kefa III|PingFang MO|Geneva|Courier New|CaskaydiaCove Nerd Font Mono|Khmer MN|Kohinoor Devanagari|Sinhala Sangam MN|PingFang TC|AppleGothic|Hiragino Sans GB|Symbol|Grantha Sangam MN|Kohinoor Telugu|Mukta Mahee|Athelas|Superclarendon|Noto Sans Oriya|Lucida Grande|Noto Nastaliq Urdu|Kohinoor Bangla|Gujarati Sangam MN|Kannada MN|Sukhumvit Set|Galvji|.DecoType Nastaleeq Urdu UI|Kohinoor Gujarati|Noto Sans Kannada|Heiti SC
54	U+0036	6	Basic Latin	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	45	yes	JetBrains Mono|JetBrains Mono NoNF|JuliaMono|Lilex|Monaspace Neon|Apple Symbols|STIX Two Math|Arial Unicode MS|Apple Color Emoji|PingFang SC|Songti SC|Hiragino Sans|VictorMono NFM SemiBold|Monaspace Xenon|PingFang HK|Kefa III|PingFang MO|Geneva|Courier New|CaskaydiaCove Nerd Font Mono|Khmer MN|Kohinoor Devanagari|Sinhala Sangam MN|PingFang TC|AppleGothic|Hiragino Sans GB|Symbol|Grantha Sangam MN|Kohinoor Telugu|Mukta Mahee|Athelas|Superclarendon|Noto Sans Oriya|Lucida Grande|Noto Nastaliq Urdu|Kohinoor Bangla|Gujarati Sangam MN|Kannada MN|Sukhumvit Set|Galvji|.DecoType Nastaleeq Urdu UI|Kohinoor Gujarati|Noto Sans Kannada|Heiti SC
55	U+0037	7	Basic Latin	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	45	yes	JetBrains Mono|JetBrains Mono NoNF|JuliaMono|Lilex|Monaspace Neon|Apple Symbols|STIX Two Math|Arial Unicode MS|Apple Color Emoji|PingFang SC|Songti SC|Hiragino Sans|VictorMono NFM SemiBold|Monaspace Xenon|PingFang HK|Kefa III|PingFang MO|Geneva|Courier New|CaskaydiaCove Nerd Font Mono|Khmer MN|Kohinoor Devanagari|Sinhala Sangam MN|PingFang TC|AppleGothic|Hiragino Sans GB|Symbol|Grantha Sangam MN|Kohinoor Telugu|Mukta Mahee|Athelas|Superclarendon|Noto Sans Oriya|Lucida Grande|Noto Nastaliq Urdu|Kohinoor Bangla|Gujarati Sangam MN|Kannada MN|Sukhumvit Set|Galvji|.DecoType Nastaleeq Urdu UI|Kohinoor Gujarati|Noto Sans Kannada|Heiti SC
56	U+0038	8	Basic Latin	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	45	yes	JetBrains Mono|JetBrains Mono NoNF|JuliaMono|Lilex|Monaspace Neon|Apple Symbols|STIX Two Math|Arial Unicode MS|Apple Color Emoji|PingFang SC|Songti SC|Hiragino Sans|VictorMono NFM SemiBold|Monaspace Xenon|PingFang HK|Kefa III|PingFang MO|Geneva|Courier New|CaskaydiaCove Nerd Font Mono|Khmer MN|Kohinoor Devanagari|Sinhala Sangam MN|PingFang TC|AppleGothic|Hiragino Sans GB|Symbol|Grantha Sangam MN|Kohinoor Telugu|Mukta Mahee|Athelas|Superclarendon|Noto Sans Oriya|Lucida Grande|Noto Nastaliq Urdu|Kohinoor Bangla|Gujarati Sangam MN|Kannada MN|Sukhumvit Set|Galvji|.DecoType Nastaleeq Urdu UI|Kohinoor Gujarati|Noto Sans Kannada|Heiti SC
57	U+0039	9	Basic Latin	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	45	yes	JetBrains Mono|JetBrains Mono NoNF|JuliaMono|Lilex|Monaspace Neon|Apple Symbols|STIX Two Math|Arial Unicode MS|Apple Color Emoji|PingFang SC|Songti SC|Hiragino Sans|VictorMono NFM SemiBold|Monaspace Xenon|PingFang HK|Kefa III|PingFang MO|Geneva|Courier New|CaskaydiaCove Nerd Font Mono|Khmer MN|Kohinoor Devanagari|Sinhala Sangam MN|PingFang TC|AppleGothic|Hiragino Sans GB|Symbol|Grantha Sangam MN|Kohinoor Telugu|Mukta Mahee|Athelas|Superclarendon|Noto Sans Oriya|Lucida Grande|Noto Nastaliq Urdu|Kohinoor Bangla|Gujarati Sangam MN|Kannada MN|Sukhumvit Set|Galvji|.DecoType Nastaleeq Urdu UI|Kohinoor Gujarati|Noto Sans Kannada|Heiti SC
58	U+003A	:	Basic Latin	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	52	yes	JetBrains Mono|JetBrains Mono NoNF|JuliaMono|Lilex|Monaspace Neon|Apple Symbols|STIX Two Math|Arial Unicode MS|PingFang SC|Songti SC|Hiragino Sans|VictorMono NFM SemiBold|Monaspace Xenon|PingFang HK|Kefa III|PingFang MO|Geneva|Courier New|CaskaydiaCove Nerd Font Mono|Khmer MN|.SF Malayalam|Kohinoor Devanagari|Noto Sans Cham|Sinhala Sangam MN|PingFang TC|AppleGothic|Noto Sans Syriac|Noto Sans Thaana|Hiragino Sans GB|Symbol|Grantha Sangam MN|Kohinoor Telugu|Mukta Mahee|Athelas|Superclarendon|Noto Sans Oriya|Lucida Grande|Noto Nastaliq Urdu|.SF Arabic|Kohinoor Bangla|Gujarati Sangam MN|Kannada MN|Sukhumvit Set|.SF Telugu|.SF Kannada|Galvji|.DecoType Nastaleeq Urdu UI|Kohinoor Gujarati|Noto Sans Kannada|Heiti SC|.SF Devanagari
59	U+003B	;	Basic Latin	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	45	yes	JetBrains Mono|JetBrains Mono NoNF|JuliaMono|Lilex|Monaspace Neon|Apple Symbols|STIX Two Math|Arial Unicode MS|PingFang SC|Songti SC|Hiragino Sans|VictorMono NFM SemiBold|Monaspace Xenon|PingFang HK|Kefa III|PingFang MO|Geneva|Courier New|CaskaydiaCove Nerd Font Mono|Khmer MN|Kohinoor Devanagari|Noto Sans Cham|Sinhala Sangam MN|PingFang TC|AppleGothic|Noto Sans Thaana|Hiragino Sans GB|Symbol|Grantha Sangam MN|Kohinoor Telugu|Mukta Mahee|Athelas|Superclarendon|Noto Sans Oriya|Lucida Grande|Kohinoor Bangla|Gujarati Sangam MN|Kannada MN|Sukhumvit Set|Galvji|.DecoType Nastaleeq Urdu UI|Kohinoor Gujarati|Noto Sans Kannada|Heiti SC
60	U+003C	<	Basic Latin	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	43	yes	JetBrains Mono|JetBrains Mono NoNF|JuliaMono|Lilex|Monaspace Neon|Apple Symbols|STIX Two Math|Arial Unicode MS|PingFang SC|Songti SC|Hiragino Sans|VictorMono NFM SemiBold|Monaspace Xenon|PingFang HK|Kefa III|PingFang MO|Geneva|Courier New|CaskaydiaCove Nerd Font Mono|Khmer MN|Kohinoor Devanagari|Sinhala Sangam MN|PingFang TC|AppleGothic|Hiragino Sans GB|Symbol|Grantha Sangam MN|Kohinoor Telugu|Mukta Mahee|Athelas|Superclarendon|Noto Sans Oriya|Lucida Grande|Kohinoor Bangla|Gujarati Sangam MN|Kannada MN|Sukhumvit Set|Galvji|.DecoType Nastaleeq Urdu UI|Kohinoor Gujarati|Noto Sans Kannada|Heiti SC
61	U+003D	=	Basic Latin	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	45	yes	JetBrains Mono|JetBrains Mono NoNF|JuliaMono|Lilex|Monaspace Neon|Apple Symbols|STIX Two Math|Arial Unicode MS|PingFang SC|Songti SC|Hiragino Sans|VictorMono NFM SemiBold|Monaspace Xenon|PingFang HK|Kefa III|PingFang MO|Geneva|Courier New|CaskaydiaCove Nerd Font Mono|Khmer MN|Kohinoor Devanagari|Sinhala Sangam MN|PingFang TC|AppleGothic|Noto Sans Syriac|Hiragino Sans GB|Symbol|Grantha Sangam MN|Kohinoor Telugu|Mukta Mahee|Athelas|Superclarendon|Noto Sans Oriya|Lucida Grande|Noto Nastaliq Urdu|Kohinoor Bangla|Gujarati Sangam MN|Kannada MN|Sukhumvit Set|Galvji|.DecoType Nastaleeq Urdu UI|Kohinoor Gujarati|Noto Sans Kannada|Heiti SC
62	U+003E	>	Basic Latin	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	43	yes	JetBrains Mono|JetBrains Mono NoNF|JuliaMono|Lilex|Monaspace Neon|Apple Symbols|STIX Two Math|Arial Unicode MS|PingFang SC|Songti SC|Hiragino Sans|VictorMono NFM SemiBold|Monaspace Xenon|PingFang HK|Kefa III|PingFang MO|Geneva|Courier New|CaskaydiaCove Nerd Font Mono|Khmer MN|Kohinoor Devanagari|Sinhala Sangam MN|PingFang TC|AppleGothic|Hiragino Sans GB|Symbol|Grantha Sangam MN|Kohinoor Telugu|Mukta Mahee|Athelas|Superclarendon|Noto Sans Oriya|Lucida Grande|Kohinoor Bangla|Gujarati Sangam MN|Kannada MN|Sukhumvit Set|Galvji|.DecoType Nastaleeq Urdu UI|Kohinoor Gujarati|Noto Sans Kannada|Heiti SC
63	U+003F	?	Basic Latin	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	45	yes	JetBrains Mono|JetBrains Mono NoNF|JuliaMono|Lilex|Monaspace Neon|Apple Symbols|STIX Two Math|Arial Unicode MS|PingFang SC|Songti SC|Hiragino Sans|VictorMono NFM SemiBold|Monaspace Xenon|PingFang HK|Kefa III|PingFang MO|Geneva|Courier New|CaskaydiaCove Nerd Font Mono|Noto Serif Myanmar|Khmer MN|Kohinoor Devanagari|Noto Sans Cham|Sinhala Sangam MN|PingFang TC|AppleGothic|Hiragino Sans GB|Symbol|Grantha Sangam MN|Kohinoor Telugu|Mukta Mahee|Athelas|Superclarendon|Noto Sans Oriya|Lucida Grande|Kohinoor Bangla|Gujarati Sangam MN|Kannada MN|Sukhumvit Set|Galvji|.DecoType Nastaleeq Urdu UI|Kohinoor Gujarati|Noto Sans Kannada|Heiti SC
64	U+0040	@	Basic Latin	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	39	yes	JetBrains Mono|JetBrains Mono NoNF|JuliaMono|Lilex|Monaspace Neon|Apple Symbols|STIX Two Math|Arial Unicode MS|PingFang SC|Songti SC|Hiragino Sans|VictorMono NFM SemiBold|Monaspace Xenon|PingFang HK|Kefa III|PingFang MO|Geneva|Courier New|CaskaydiaCove Nerd Font Mono|Khmer MN|Kohinoor Devanagari|Sinhala Sangam MN|PingFang TC|AppleGothic|Hiragino Sans GB|Grantha Sangam MN|Kohinoor Telugu|Mukta Mahee|Athelas|Superclarendon|Lucida Grande|Kohinoor Bangla|Gujarati Sangam MN|Kannada MN|Sukhumvit Set|Galvji|Kohinoor Gujarati|Heiti SC
65	U+0041	A	Basic Latin	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	38	yes	JetBrains Mono|JetBrains Mono NoNF|JuliaMono|Lilex|Monaspace Neon|Apple Symbols|STIX Two Math|Arial Unicode MS|PingFang SC|Songti SC|Hiragino Sans|VictorMono NFM SemiBold|Monaspace Xenon|PingFang HK|Kefa III|PingFang MO|Geneva|Courier New|CaskaydiaCove Nerd Font Mono|Khmer MN|Kohinoor Devanagari|Sinhala Sangam MN|PingFang TC|AppleGothic|Hiragino Sans GB|Grantha Sangam MN|Kohinoor Telugu|Mukta Mahee|Athelas|Superclarendon|Lucida Grande|Kohinoor Bangla|Gujarati Sangam MN|Kannada MN|Sukhumvit Set|Galvji|Heiti SC
66	U+0042	B	Basic Latin	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	38	yes	JetBrains Mono|JetBrains Mono NoNF|JuliaMono|Lilex|Monaspace Neon|Apple Symbols|STIX Two Math|Arial Unicode MS|PingFang SC|Songti SC|Hiragino Sans|VictorMono NFM SemiBold|Monaspace Xenon|PingFang HK|Kefa III|PingFang MO|Geneva|Courier New|CaskaydiaCove Nerd Font Mono|Khmer MN|Kohinoor Devanagari|Sinhala Sangam MN|PingFang TC|AppleGothic|Hiragino Sans GB|Grantha Sangam MN|Kohinoor Telugu|Mukta Mahee|Athelas|Superclarendon|Lucida Grande|Kohinoor Bangla|Gujarati Sangam MN|Kannada MN|Sukhumvit Set|Galvji|Heiti SC
67	U+0043	C	Basic Latin	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	38	yes	JetBrains Mono|JetBrains Mono NoNF|JuliaMono|Lilex|Monaspace Neon|Apple Symbols|STIX Two Math|Arial Unicode MS|PingFang SC|Songti SC|Hiragino Sans|VictorMono NFM SemiBold|Monaspace Xenon|PingFang HK|Kefa III|PingFang MO|Geneva|Courier New|CaskaydiaCove Nerd Font Mono|Khmer MN|Kohinoor Devanagari|Sinhala Sangam MN|PingFang TC|AppleGothic|Hiragino Sans GB|Grantha Sangam MN|Kohinoor Telugu|Mukta Mahee|Athelas|Superclarendon|Lucida Grande|Kohinoor Bangla|Gujarati Sangam MN|Kannada MN|Sukhumvit Set|Galvji|Heiti SC
68	U+0044	D	Basic Latin	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	38	yes	JetBrains Mono|JetBrains Mono NoNF|JuliaMono|Lilex|Monaspace Neon|Apple Symbols|STIX Two Math|Arial Unicode MS|PingFang SC|Songti SC|Hiragino Sans|VictorMono NFM SemiBold|Monaspace Xenon|PingFang HK|Kefa III|PingFang MO|Geneva|Courier New|CaskaydiaCove Nerd Font Mono|Khmer MN|Kohinoor Devanagari|Sinhala Sangam MN|PingFang TC|AppleGothic|Hiragino Sans GB|Grantha Sangam MN|Kohinoor Telugu|Mukta Mahee|Athelas|Superclarendon|Lucida Grande|Kohinoor Bangla|Gujarati Sangam MN|Kannada MN|Sukhumvit Set|Galvji|Heiti SC
69	U+0045	E	Basic Latin	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	38	yes	JetBrains Mono|JetBrains Mono NoNF|JuliaMono|Lilex|Monaspace Neon|Apple Symbols|STIX Two Math|Arial Unicode MS|PingFang SC|Songti SC|Hiragino Sans|VictorMono NFM SemiBold|Monaspace Xenon|PingFang HK|Kefa III|PingFang MO|Geneva|Courier New|CaskaydiaCove Nerd Font Mono|Khmer MN|Kohinoor Devanagari|Sinhala Sangam MN|PingFang TC|AppleGothic|Hiragino Sans GB|Grantha Sangam MN|Kohinoor Telugu|Mukta Mahee|Athelas|Superclarendon|Lucida Grande|Kohinoor Bangla|Gujarati Sangam MN|Kannada MN|Sukhumvit Set|Galvji|Heiti SC
70	U+0046	F	Basic Latin	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	38	yes	JetBrains Mono|JetBrains Mono NoNF|JuliaMono|Lilex|Monaspace Neon|Apple Symbols|STIX Two Math|Arial Unicode MS|PingFang SC|Songti SC|Hiragino Sans|VictorMono NFM SemiBold|Monaspace Xenon|PingFang HK|Kefa III|PingFang MO|Geneva|Courier New|CaskaydiaCove Nerd Font Mono|Khmer MN|Kohinoor Devanagari|Sinhala Sangam MN|PingFang TC|AppleGothic|Hiragino Sans GB|Grantha Sangam MN|Kohinoor Telugu|Mukta Mahee|Athelas|Superclarendon|Lucida Grande|Kohinoor Bangla|Gujarati Sangam MN|Kannada MN|Sukhumvit Set|Galvji|Heiti SC
71	U+0047	G	Basic Latin	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	38	yes	JetBrains Mono|JetBrains Mono NoNF|JuliaMono|Lilex|Monaspace Neon|Apple Symbols|STIX Two Math|Arial Unicode MS|PingFang SC|Songti SC|Hiragino Sans|VictorMono NFM SemiBold|Monaspace Xenon|PingFang HK|Kefa III|PingFang MO|Geneva|Courier New|CaskaydiaCove Nerd Font Mono|Khmer MN|Kohinoor Devanagari|Sinhala Sangam MN|PingFang TC|AppleGothic|Hiragino Sans GB|Grantha Sangam MN|Kohinoor Telugu|Mukta Mahee|Athelas|Superclarendon|Lucida Grande|Kohinoor Bangla|Gujarati Sangam MN|Kannada MN|Sukhumvit Set|Galvji|Heiti SC
72	U+0048	H	Basic Latin	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	38	yes	JetBrains Mono|JetBrains Mono NoNF|JuliaMono|Lilex|Monaspace Neon|Apple Symbols|STIX Two Math|Arial Unicode MS|PingFang SC|Songti SC|Hiragino Sans|VictorMono NFM SemiBold|Monaspace Xenon|PingFang HK|Kefa III|PingFang MO|Geneva|Courier New|CaskaydiaCove Nerd Font Mono|Khmer MN|Kohinoor Devanagari|Sinhala Sangam MN|PingFang TC|AppleGothic|Hiragino Sans GB|Grantha Sangam MN|Kohinoor Telugu|Mukta Mahee|Athelas|Superclarendon|Lucida Grande|Kohinoor Bangla|Gujarati Sangam MN|Kannada MN|Sukhumvit Set|Galvji|Heiti SC
73	U+0049	I	Basic Latin	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	38	yes	JetBrains Mono|JetBrains Mono NoNF|JuliaMono|Lilex|Monaspace Neon|Apple Symbols|STIX Two Math|Arial Unicode MS|PingFang SC|Songti SC|Hiragino Sans|VictorMono NFM SemiBold|Monaspace Xenon|PingFang HK|Kefa III|PingFang MO|Geneva|Courier New|CaskaydiaCove Nerd Font Mono|Khmer MN|Kohinoor Devanagari|Sinhala Sangam MN|PingFang TC|AppleGothic|Hiragino Sans GB|Grantha Sangam MN|Kohinoor Telugu|Mukta Mahee|Athelas|Superclarendon|Lucida Grande|Kohinoor Bangla|Gujarati Sangam MN|Kannada MN|Sukhumvit Set|Galvji|Heiti SC
74	U+004A	J	Basic Latin	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	38	yes	JetBrains Mono|JetBrains Mono NoNF|JuliaMono|Lilex|Monaspace Neon|Apple Symbols|STIX Two Math|Arial Unicode MS|PingFang SC|Songti SC|Hiragino Sans|VictorMono NFM SemiBold|Monaspace Xenon|PingFang HK|Kefa III|PingFang MO|Geneva|Courier New|CaskaydiaCove Nerd Font Mono|Khmer MN|Kohinoor Devanagari|Sinhala Sangam MN|PingFang TC|AppleGothic|Hiragino Sans GB|Grantha Sangam MN|Kohinoor Telugu|Mukta Mahee|Athelas|Superclarendon|Lucida Grande|Kohinoor Bangla|Gujarati Sangam MN|Kannada MN|Sukhumvit Set|Galvji|Heiti SC
75	U+004B	K	Basic Latin	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	38	yes	JetBrains Mono|JetBrains Mono NoNF|JuliaMono|Lilex|Monaspace Neon|Apple Symbols|STIX Two Math|Arial Unicode MS|PingFang SC|Songti SC|Hiragino Sans|VictorMono NFM SemiBold|Monaspace Xenon|PingFang HK|Kefa III|PingFang MO|Geneva|Courier New|CaskaydiaCove Nerd Font Mono|Khmer MN|Kohinoor Devanagari|Sinhala Sangam MN|PingFang TC|AppleGothic|Hiragino Sans GB|Grantha Sangam MN|Kohinoor Telugu|Mukta Mahee|Athelas|Superclarendon|Lucida Grande|Kohinoor Bangla|Gujarati Sangam MN|Kannada MN|Sukhumvit Set|Galvji|Heiti SC
76	U+004C	L	Basic Latin	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	38	yes	JetBrains Mono|JetBrains Mono NoNF|JuliaMono|Lilex|Monaspace Neon|Apple Symbols|STIX Two Math|Arial Unicode MS|PingFang SC|Songti SC|Hiragino Sans|VictorMono NFM SemiBold|Monaspace Xenon|PingFang HK|Kefa III|PingFang MO|Geneva|Courier New|CaskaydiaCove Nerd Font Mono|Khmer MN|Kohinoor Devanagari|Sinhala Sangam MN|PingFang TC|AppleGothic|Hiragino Sans GB|Grantha Sangam MN|Kohinoor Telugu|Mukta Mahee|Athelas|Superclarendon|Lucida Grande|Kohinoor Bangla|Gujarati Sangam MN|Kannada MN|Sukhumvit Set|Galvji|Heiti SC
77	U+004D	M	Basic Latin	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	38	yes	JetBrains Mono|JetBrains Mono NoNF|JuliaMono|Lilex|Monaspace Neon|Apple Symbols|STIX Two Math|Arial Unicode MS|PingFang SC|Songti SC|Hiragino Sans|VictorMono NFM SemiBold|Monaspace Xenon|PingFang HK|Kefa III|PingFang MO|Geneva|Courier New|CaskaydiaCove Nerd Font Mono|Khmer MN|Kohinoor Devanagari|Sinhala Sangam MN|PingFang TC|AppleGothic|Hiragino Sans GB|Grantha Sangam MN|Kohinoor Telugu|Mukta Mahee|Athelas|Superclarendon|Lucida Grande|Kohinoor Bangla|Gujarati Sangam MN|Kannada MN|Sukhumvit Set|Galvji|Heiti SC
78	U+004E	N	Basic Latin	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	38	yes	JetBrains Mono|JetBrains Mono NoNF|JuliaMono|Lilex|Monaspace Neon|Apple Symbols|STIX Two Math|Arial Unicode MS|PingFang SC|Songti SC|Hiragino Sans|VictorMono NFM SemiBold|Monaspace Xenon|PingFang HK|Kefa III|PingFang MO|Geneva|Courier New|CaskaydiaCove Nerd Font Mono|Khmer MN|Kohinoor Devanagari|Sinhala Sangam MN|PingFang TC|AppleGothic|Hiragino Sans GB|Grantha Sangam MN|Kohinoor Telugu|Mukta Mahee|Athelas|Superclarendon|Lucida Grande|Kohinoor Bangla|Gujarati Sangam MN|Kannada MN|Sukhumvit Set|Galvji|Heiti SC
79	U+004F	O	Basic Latin	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	38	yes	JetBrains Mono|JetBrains Mono NoNF|JuliaMono|Lilex|Monaspace Neon|Apple Symbols|STIX Two Math|Arial Unicode MS|PingFang SC|Songti SC|Hiragino Sans|VictorMono NFM SemiBold|Monaspace Xenon|PingFang HK|Kefa III|PingFang MO|Geneva|Courier New|CaskaydiaCove Nerd Font Mono|Khmer MN|Kohinoor Devanagari|Sinhala Sangam MN|PingFang TC|AppleGothic|Hiragino Sans GB|Grantha Sangam MN|Kohinoor Telugu|Mukta Mahee|Athelas|Superclarendon|Lucida Grande|Kohinoor Bangla|Gujarati Sangam MN|Kannada MN|Sukhumvit Set|Galvji|Heiti SC
80	U+0050	P	Basic Latin	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	38	yes	JetBrains Mono|JetBrains Mono NoNF|JuliaMono|Lilex|Monaspace Neon|Apple Symbols|STIX Two Math|Arial Unicode MS|PingFang SC|Songti SC|Hiragino Sans|VictorMono NFM SemiBold|Monaspace Xenon|PingFang HK|Kefa III|PingFang MO|Geneva|Courier New|CaskaydiaCove Nerd Font Mono|Khmer MN|Kohinoor Devanagari|Sinhala Sangam MN|PingFang TC|AppleGothic|Hiragino Sans GB|Grantha Sangam MN|Kohinoor Telugu|Mukta Mahee|Athelas|Superclarendon|Lucida Grande|Kohinoor Bangla|Gujarati Sangam MN|Kannada MN|Sukhumvit Set|Galvji|Heiti SC
81	U+0051	Q	Basic Latin	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	38	yes	JetBrains Mono|JetBrains Mono NoNF|JuliaMono|Lilex|Monaspace Neon|Apple Symbols|STIX Two Math|Arial Unicode MS|PingFang SC|Songti SC|Hiragino Sans|VictorMono NFM SemiBold|Monaspace Xenon|PingFang HK|Kefa III|PingFang MO|Geneva|Courier New|CaskaydiaCove Nerd Font Mono|Khmer MN|Kohinoor Devanagari|Sinhala Sangam MN|PingFang TC|AppleGothic|Hiragino Sans GB|Grantha Sangam MN|Kohinoor Telugu|Mukta Mahee|Athelas|Superclarendon|Lucida Grande|Kohinoor Bangla|Gujarati Sangam MN|Kannada MN|Sukhumvit Set|Galvji|Heiti SC
82	U+0052	R	Basic Latin	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	38	yes	JetBrains Mono|JetBrains Mono NoNF|JuliaMono|Lilex|Monaspace Neon|Apple Symbols|STIX Two Math|Arial Unicode MS|PingFang SC|Songti SC|Hiragino Sans|VictorMono NFM SemiBold|Monaspace Xenon|PingFang HK|Kefa III|PingFang MO|Geneva|Courier New|CaskaydiaCove Nerd Font Mono|Khmer MN|Kohinoor Devanagari|Sinhala Sangam MN|PingFang TC|AppleGothic|Hiragino Sans GB|Grantha Sangam MN|Kohinoor Telugu|Mukta Mahee|Athelas|Superclarendon|Lucida Grande|Kohinoor Bangla|Gujarati Sangam MN|Kannada MN|Sukhumvit Set|Galvji|Heiti SC
83	U+0053	S	Basic Latin	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	38	yes	JetBrains Mono|JetBrains Mono NoNF|JuliaMono|Lilex|Monaspace Neon|Apple Symbols|STIX Two Math|Arial Unicode MS|PingFang SC|Songti SC|Hiragino Sans|VictorMono NFM SemiBold|Monaspace Xenon|PingFang HK|Kefa III|PingFang MO|Geneva|Courier New|CaskaydiaCove Nerd Font Mono|Khmer MN|Kohinoor Devanagari|Sinhala Sangam MN|PingFang TC|AppleGothic|Hiragino Sans GB|Grantha Sangam MN|Kohinoor Telugu|Mukta Mahee|Athelas|Superclarendon|Lucida Grande|Kohinoor Bangla|Gujarati Sangam MN|Kannada MN|Sukhumvit Set|Galvji|Heiti SC
84	U+0054	T	Basic Latin	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	38	yes	JetBrains Mono|JetBrains Mono NoNF|JuliaMono|Lilex|Monaspace Neon|Apple Symbols|STIX Two Math|Arial Unicode MS|PingFang SC|Songti SC|Hiragino Sans|VictorMono NFM SemiBold|Monaspace Xenon|PingFang HK|Kefa III|PingFang MO|Geneva|Courier New|CaskaydiaCove Nerd Font Mono|Khmer MN|Kohinoor Devanagari|Sinhala Sangam MN|PingFang TC|AppleGothic|Hiragino Sans GB|Grantha Sangam MN|Kohinoor Telugu|Mukta Mahee|Athelas|Superclarendon|Lucida Grande|Kohinoor Bangla|Gujarati Sangam MN|Kannada MN|Sukhumvit Set|Galvji|Heiti SC
